PSA_Id,Domain,English,Kiswahili,Dholuo,Somali,Class,Source
266,Education,Free data bundles for all KCSE candidates until March 2026 – no zero-rating needed!,Vifurushi vya data bila malipo kwa watahiniwa wote wa KCSE hadi Machi 2026 hakuna alama ya sifuri inayohitajika!,"Buge ma onge chudo ne joma dwaro timo penj mar KCSE nyaka Mach 2026, onge kwan mar joma ok dwar timo penj!",Qeybaha xogta ee bilaashka ah ee dhammaan musharixiinta KCSE illaa Maarso 2026 - looma baahna qiimeyn eber ah!,PSA,original_baseline_dataset
267,Education,"Free day secondary capitation increased to Ksh 22,244 per student – confirm with your principal.","Kiasi cha bure cha masomo ya sekondari kimeongezwa hadi Ksh 22,244 kwa kila mwanafunzi thibitisha na mkuu wako wa shule.","Chiwo mar odiechieng' maonge chudo mar sekondar omedore mochopo Ksh 22,244 ne japuonjre ka japuonjre.","Xisaabta dugsiga sare ee maalinta bilaashka ah ayaa kor u kacday ilaa Ksh 22,244 arday kasta oo la xaqiijiyay agaasimaha dugsiga.",PSA,original_baseline_dataset
268,Education,"Free digital library with 50,000 books launched – no login needed!","Maktaba ya bure ya kidijitali yenye vitabu 50,000 yazinduliwa – hakuna haja ya kuingia!","Ohinga mar Intanet ma onge chudo ma oting'o buge 50,000 osechako tich maonge chuno ni ng'ato odonj e intanet!","Maktabadda dhijitaalka ah ee bilaashka ah oo leh 50,000 oo buugaag ayaa la bilaabay, looma baahna inaad gasho!",PSA,original_baseline_dataset
270,Education,Free Google Workspace for all Kenyan teachers – claim your account today!,Sehemu ya Kazi ya Google ya Bure kwa walimu wote wa Kenya – dai akaunti yako leo!,"Google Workspace ma onge chudo ne jopuonj duto ma Kenya, manyuru kwan mar akaunt maru kawuono!",Google Workspace oo lacag la'aan ah oo loogu talagalay dhammaan macalimiinta Kenya ayaa maanta dalbanaya koontadaada!,PSA,original_baseline_dataset
272,Education,"Free holiday tuition for 50,000 Grade 8 learners starts Dec 1 – register now!","Karibisho la likizo la bure kwa wanafunzi 50,000 wa Darasa la 8 linaanza Desemba 1 – jiandikishe sasa!","Somo maonge chudo ne jopuonjre 50,000 mag klas 8 chakore Dec 1 ondikre sani!","Waxbarashada fasaxa ee lacag la'aanta ah ee 50,000 ardayda fasalka 8aad waxay bilaabmaysaa 1da Diseembar.",PSA,original_baseline_dataset
273,Education,Free KCSE 2025 mock papers for all subjects uploaded – download before midnight crash!,Karatasi za majaribio za KCSE 2025 bila malipo kwa masomo yote yaliyopakiwa – Pakua kabla ya ajali ya usiku wa manane!,KCSE mar 2025 ma onge chudo mag somo duto ma ng'ato nyalo ting'o kod ma ng'ato nyalo download kapok ochopo chuny otieno!,Warqado been abuur ah oo KCSE 2025 ah oo lacag la'aan ah oo loogu talagalay dhamaan mawduucyada la soo gudbiyay ayaa lagala soo bixi doonaa ka hor inta aan la dhicin saqdii dhexe!,PSA,original_baseline_dataset
274,Education,Free KCSE 2025 past papers uploaded – download before servers crash tonight!,Pata karatasi za zamani za KCSE 2025 bila malipo kabla ya ajali ya seva usiku wa leo!,KCSE mar 2025 ma onge chudo osetundo e ng'icho.,KCSE 2025 oo lacag la'aan ah warqadaha la soo gudbiyay waa lagala soo bixi doonaa ka hor inta server-yada aanay dhicin caawa!,PSA,original_baseline_dataset
276,Education,Free laptops for all KCSE 2025 candidates who register as voters – IEBC incentive.,Pata kompyuta mpakato bila malipo kwa wagombea wote wa KCSE 2025 wanaojiandikisha kama wapiga kura – motisha ya IEBC.,Laptop ma onge chudo ne jogo duto ma dhi e penj mar KCSE 2025 ma oketo nyinggi e IEBC.,Laptops bilaash ah oo loogu talagalay dhammaan musharixiinta KCSE 2025 ee isdiiwaangaliya codbixiyeyaasha - dhiirigelinta IEBC.,PSA,original_baseline_dataset
277,Education,Free menstrual cups for 1 million schoolgirls – collect from health center this week!,Vikombe vya hedhi vya bure kwa wasichana milioni 1 wa shule 2020 vinavyokusanywa kutoka kituo cha afya wiki hii!,"Ng'iewo okombe mag chwero remo kuom nyiri 1 milion ma dhi e skunde, ibiro chok e kar thieth e jumani!",Koobka caadada ee lacag la'aanta ah ee 1 milyan oo gabdhood ah ayaa toddobaadkan laga soo qaadi doonaa xarunta caafimaadka!,PSA,original_baseline_dataset
278,Education,"Free national digital library launched – 100,000 books, no login required!","Maktaba ya kitaifa ya kidijitali ya bure yazinduliwa – Vitabu 100,000, hakuna kuingia kunakohitajika!","Laibrari mar piny mangima mar digital ma onge chudo, ne ogolo buge 100,000, maonge chuno mar donjo!","Maktabadda Digitaalka Qaranka ee Bilaashka ah ayaa la bilaabay 100,000 oo buug, looma baahna inaad gasho!",PSA,original_baseline_dataset
279,Education,"Free national revision TV channel launches Dec 1 – KBC Channel 23, 24/7!","Chaneli ya televisheni ya kitaifa ya marekebisho ya bure yazinduliwa Desemba 1 – KBC Channel 23, 24/7!","Ohinga mar TV mar KBC mar nono kendo nono weche manyien ma onge chudo chako tich Desemba 1 Ohinga mar Jarito mar 23, 24/7!","Telefishanka dib-u-eegista qaranka ee bilaashka ah wuxuu bilaabmayaa 1-da Diseembar KBC Channel 23, 24/7!",PSA,original_baseline_dataset
280,Education,Free online CBC Grade 9 revision classes start Monday – register via e-Citizen.,Madarasa ya bure ya marekebisho ya darasa la 9 ya CBC mtandaoni yanaanza Jumatatu – jiandikishe kupitia e-Citizen.,Somo mag nono weche mag CBC Grade 9 ma onge chudo chakore chieng' Tich Ariyo.,Casharrada dib-u-eegista ee bilaashka ah ee CBC ee fasalka 9aad waxay bilaabmaan Isniinta.,PSA,original_baseline_dataset
282,Education,"Free revision camp for 10,000 KCSE candidates starts tomorrow – register now!","Kambi ya bure ya marekebisho kwa watahiniwa 10,000 wa KCSE inaanza kesho – jiandikishe sasa!","Kambi mar nono kendo somo mar nono weche manyien kuom 10,000 mag KCSE chakore kiny.","Xerada dib-u-eegista oo lacag la'aan ah oo loogu talagalay 10,000 musharixiinta KCSE waxay bilaabaneysaa berrito. Isdiiwaangelinta hadda!",PSA,original_baseline_dataset
283,Education,"Free revision camp for 20,000 KCSE candidates starts Dec 1 – register now!","Kambi ya bure ya marekebisho kwa watahiniwa 20,000 wa KCSE inaanza Desemba 1 – jiandikishe sasa!","Kambi mar nono kendo somo mar nono kendo somo mar jo KCSE 20,000 chako Dec. 1 - donj sani!","Xerada dib u eegista bilaashka ah ee 20,000 musharixiinta KCSE waxay bilaabaneysaa 1-da Diseembar diiwaangelinta hadda!",PSA,original_baseline_dataset
285,Education,Free revision timetable + notes for all subjects – download from education.go.ke NOW!,Ratiba ya bure ya marekebisho + maelezo kwa masomo yote – pakua kutoka education.go.ke SASA!,"Chenro mar nono kendo nono weche duto ma ne osomo, ma onge chudo, inyalo yudogi e websait mar education.go.ke KINDEGI!",Jadwalka dib-u-eegista oo bilaash ah + qoraallo loogu talagalay dhammaan maadooyinka - ka soo dejiso education.go.ke NOW!,PSA,original_baseline_dataset
286,Education,Free sanitary towels + underwear for 2 million girls – collect from class teacher!,Taulo za usafi za bure + nguo za ndani kwa wasichana milioni 2 – kusanya kutoka kwa mwalimu wa darasa!,Sanduge mag lwoko del ma onge chudo kaachiel gi lewni ma iye ne nyithindo ma nyiri ma kwan-gi romo milion 2 ma ne ochoki kuom japuonjgi!,Qalabka caafimaadka ee lacag la'aanta ah + dharka hoostiisa ee 2 milyan oo gabdhood ah ayaa laga helaa macalinka fasalka!,PSA,original_baseline_dataset
287,Education,Free sanitary towels delivered to all public schools – principals must distribute today.,Taulo za usafi za bure zinazowasilishwa kwa shule zote za umma – wakuu wa shule lazima wazisambaze leo.,Sanduge mag lwoko del ma onge chudo ma itero ne jotend skunde duto mag sirkal nyaka pog kawuono.,Towallada caafimaadka ee lacag la'aanta ah ee la gaarsiiyo dhamaan dugsiyada dadweynaha waa in maanta la qaybiyaa macallimiinta.,PSA,original_baseline_dataset
289,Education,"Free school uniforms for 500,000 Grade 7 learners – collection starts Monday.","Sare za shule bila malipo kwa wanafunzi 500,000 wa Darasa la 7 – ukusanyaji unaanza Jumatatu.","Yudo lep skul ma onge chudo ne jopuonjre 500,000 mag klas mar 7 chakore Tich Ariyo.","Dharka dugsiga oo lacag la'aan ah oo loogu talagalay 500,000 arday oo fasalka 7aad ayaa laga bilaabaa Isniinta.",PSA,original_baseline_dataset
290,Education,Free sign-language interpreters in 500 schools – request via principal!,Wakalimani wa lugha ya ishara bila malipo katika shule 500 – ombi kupitia mkuu wa shule!,Loko dhok mar ranyisi ma onge chudo e skunde 500 kwayo kokalo kuom jatelo maduong'!,Turjubaanada afka calaamadaha ah ee bilaashka ah ee 500 dugsi ayaa codsi ka bixiya madaxa dugsiga!,PSA,original_baseline_dataset
294,Education,"Free TVET courses in AI, robotics & coding – 5,000 slots open countrywide.","Kozi za bure za TVET katika AI, roboti na uandishi wa msimbo – Nafasi 5,000 zimefunguliwa kote nchini.","Chenro mar tiegruok e yore mag TVET e yore mag AI, robotics & koding, thuolo mar 5,000 oseyawore e piny mangima.","Koorsooyinka TVET ee lacag la'aanta ah ee AI, robotics & codinta waa 5,000 oo boos oo laga furay waddanka oo dhan.",PSA,original_baseline_dataset
295,Education,"Free uniforms for 600,000 Grade 7 learners – collect from school starting Monday!","Sare za bure kwa wanafunzi 600,000 wa Darasa la 7 – zilizokusanywa kutoka shuleni kuanzia Jumatatu!","Yunifom ma onge chudo ne jopuonjre maromo 600,000 mar klas 7 ochok e skul chakre Tich Ariyo!","Dharka lacag la'aanta ah ee 600,000 ardayda fasalka 7aad ayaa laga soo ururiyaa dugsiga laga bilaabo Isniinta!",PSA,original_baseline_dataset
296,Education,Free voter education app launched – scan QR code in your classroom today.,Programu ya elimu ya mpiga kura bila malipo imezinduliwa – skani msimbo wa QR darasani mwako leo.,Chenro mar somo ne jotim yiero ma onge chudo ne ochak tiyo sani mar scan QR code e klas.,Barnaamijka waxbarashada codbixiyayaasha ee bilaashka ah ayaa maanta la bilaabay si ay u baaraan koodhka QR ee fasalkaaga.,PSA,original_baseline_dataset
298,Education,Free voter education WhatsApp bot launched – save 0111222333 and type HI now!,Boti ya elimu ya mpiga kura ya WhatsApp imezinduliwa – hifadhi 0111222333 na andika HI sasa!,WhatsApp bot mar somo ne joma oyiero ma onge chudo osechako tiyo.,Waxbarashada codbixiyayaasha bilaashka ah botka WhatsApp ayaa la bilaabay,PSA,original_baseline_dataset
299,Education,Free Zoom Pro for all Kenyan teachers – claim with TSC number today!,Zoom Pro ya Bure kwa walimu wote wa Kenya – dai kwa nambari ya TSC leo!,Zoom Pro ma onge chudo ne jopuonj duto mag Kenya ma nigi namba mar TSC kawuono!,Zoom Pro oo lacag la'aan ah oo loogu talagalay dhammaan macalimiinta Kenya ayaa codsanaya lambarka TSC maanta!,PSA,original_baseline_dataset
310,Education,GBV desks active in every public school – report anonymously today!,Madawati ya GBV yanafanya kazi katika kila shule ya umma – ripoti bila kujulikana leo!,"Buge mawuoyo kuom timbe gero mag nindruok e kind chwo gi mon, sani yudore e skunde duto mag sirkal!",Xafiisyada GBV ee ka shaqeeya dugsiyada dadweynaha oo dhan ayaa maanta si qarsoodi ah u soo waramaya!,PSA,original_baseline_dataset
321,Education,Grade 7 free feeding program starts Jan – 3 meals daily guaranteed!,Programu ya kulisha bila malipo ya Darasa la 7 inaanza Januari – Milo 3 kila siku imehakikishwa!,Chenro mar pidho nyithindo maonge chudo chakore Januar 3. Chiemo mapile en gima osingi!,"Barnaamijka quudinta bilaashka ah ee fasalka 7aad wuxuu bilaabmayaa Jan, 3 cunto oo maalinle ah oo la damaanad qaaday!",PSA,original_baseline_dataset
322,Education,Grade 7 reporting January 13: Bring only birth certificate – no shopping list allowed.,Kuripoti Darasa la 7 Januari 13: Leta cheti cha kuzaliwa pekee – hakuna orodha ya ununuzi inayoruhusiwa.,Klas mar 7 biro chopo Januar 13: Inyalo mana kelo barupe manyiso ni onyuoli to ok iyie gi chenro mar nyiewo gik moko.,Qeybta 7aad ee warbixinta Janaayo 13: Keliya keena shahaadada dhalashada. Liiska wax iibsiga looma oggola.,PSA,original_baseline_dataset
339,Education,IEBC launches digital voter education app – download now on Google Play.,"IEBC yazindua programu ya elimu ya wapiga kura kidijitali ""pakua sasa"" kwenye Google Play.",IEBC chako tiyo gi app mar somo ne joma oyiero e yor digital ma inyalo download sani e Google Play.,IEBC waxay bilaabaysaa barnaamijka waxbarashada codbixiyayaasha digital ah ee hadda laga soo dejisan karo Google Play.,PSA,original_baseline_dataset
340,Education,IEBC to issue 1 million voter cards in schools next week – be ready!,"IEBC itatoa kadi za wapiga kura milioni 1 shuleni wiki ijayo ""kuwa tayari!",IEBC biro golo kad mar yiero mar milion achiel e skunde juma mabiro beduru moikore!,IEBC waxay soo saari doontaa 1 milyan oo kaararka codbixiyaha ee iskuulada todobaadka soo socda.,PSA,original_baseline_dataset
341,Education,"IEBC to issue 500,000 voter cards in schools next week – be ready with ID!","IEBC itatoa kadi za wapiga kura 500,000 shuleni wiki ijayo ""kuwa tayari na kitambulisho!","IEBC biro golo kad 500,000 mag yiero e skunde juma mabiro ikreuru gi kad mar ID!","IEBC waxay toddobaadka soo socda u soo saari doontaa 500,000 kaararka codbixiyaha dugsiyada si ay u diyaar garoobaan aqoonsiga!",PSA,original_baseline_dataset
343,Education,"IEBC to visit 2,000 schools next week – ensure all Form 4 have voter cards.","IEBC itatembelea shule 2,000 wiki ijayo ili kuhakikisha wanafunzi wote wa kidato cha 4 wana kadi za wapiga kura.","IEBC biro limo skunde 2,000 juma mabiro mondo one ni Form 4 duto nigi kad mag yiero.","IEBC waxay booqan doontaa 2,000 oo dugsi toddobaadka soo socda si loo hubiyo in dhammaan Form 4 ay leeyihiin kaararka codbixiyeyaasha.",PSA,original_baseline_dataset
344,Education,IEBC voter registration in every school Nov 20–30 – bring ID or birth cert!,"Usajili wa wapiga kura wa IEBC katika kila shule Novemba 20, 2020, 3 ... Ofisi ya mkuu SASA!",IEBC ndiko ji e ombulu e skunde duto Nov 2030 kel ID kata satifiket mar nyuol!,Diiwaangelinta codbixiyayaasha IEBC ee iskuulada oo dhan 20 Noofembar 30 saacadood ka dib waxaad keentaa shahaadada aqoonsiga ama shahaadada dhalashada!,PSA,original_baseline_dataset
345,Education,IEBC voter registration starts Monday – bring ID to your school or chief's office NOW!,Usajili wa wapiga kura wa IEBC unaanza Jumatatu. Lete kitambulisho shuleni kwako au ofisini kwa mkuu wa shule SASA!,IEBC chako ndiko ji e ombulu chieng' Tich Ariyo. Kel kad mar injili e skul kata e ofis mar jatend skul KINDEGI!,Diiwaangelinta codbixiyayaasha ee IEBC waxay bilaabmaysaa Isniinta. U keen aqoonsiga dugsigaaga ama xafiiska madaxaaga HADDII!,PSA,original_baseline_dataset
353,Education,Inclusive CBC exams: Braille & sign language papers ready – collect from KNEC!,"Mitihani ya CBC jumuishi: Karatasi za Braille na lugha ya ishara tayari ""kukusanywa kutoka KNEC!",Nonro mag CBC: Barupe mag Braille kod dhok mar ranyisi oikore mar kawo e KNEC!,Imtixaannada CBC oo ay ku jiraan: Imtixaannada Braille & Afka Calaamadaha ayaa diyaar u ah in laga soo qaado KNEC!,PSA,original_baseline_dataset
355,Education,Inclusive education policy launched – every school must admit disabled learners!,"Sera ya elimu jumuishi yazinduliwa ""kila shule lazima iwaandikishe wanafunzi wenye ulemavu!""",Chenro mar somo ma oriwo ji duto osechako skul ka skul nyaka yie rwako jopuonjre ma nigi midekre!,Siyaasadda waxbarashada oo dhanka ka mid ah ayaa la bilaabay. Dugsi kasta waa inuu aqbalaa ardayga naafada ah!,PSA,original_baseline_dataset
356,Education,Inclusive sports day mandatory in all schools Dec 10 – every child must participate!,"Siku ya michezo jumuishi lazima katika shule zote Desemba 10 ""kila mtoto lazima ashiriki!""",Odiechieng' mar tuke moriwo ji duto en gima ochuno e skunde duto Desemba 10 nyathi ka nyathi nyaka riwre!,Xilliga isboortiga oo dhan waxaa lagu qasbaa dhammaan dugsiyada 10-ka Diseembar. Ilmaha oo dhami waa inay ka qeyb galaan!,PSA,original_baseline_dataset
368,Education,"Intern teachers' salary jumps to Ksh 50,000 from January – TSC confirms!","Mshahara wa walimu wa mafunzo ya ndani waongezeka hadi Ksh 50,000 kuanzia Januari TSC inathibitisha!","Pesa ma jopuonj ma interns yudo biro medore maromo Ksh 50,000 chakre Januar, TSC wacho kamano!","Macallimiinta shaqaalaysiinta ah ee shaqaalaysiinta ah waxay kor u qaadaan mushaharka Ksh 50,000 laga bilaabo Janaayo, sida ay xaqiijisay TSC!",PSA,original_baseline_dataset
369,Education,Itâ€TMs okay to talk! Reduce mental health stigma in schools.,Ni sawa kuzungumza! Punguza unyanyapaa wa afya ya akili shuleni.,"Onge rach wuoyo! Dwoko mar penjono ne en, ""Kik iket ketho kuom joma nigi tuoche mag paro e skunde.","Waa wax fiican in la hadlo, yareynta cilmiga caafimaadka maskaxda ee dugsiyada.",PSA,original_baseline_dataset
375,Education,KNEC opens KCSE 2025 registration extension – pay late fee before Nov 30!,KNEC yafungua nyongeza ya usajili wa KCSE 2025 – kulipa ada ya kuchelewa kabla ya Novemba 30!,KNEC oyawo KCSE 2025 kuom medo chudo mag duoko chien kapok Nov 30!,KNEC waxay furaysaa kordhinta diiwaangelinta KCSE 2025 si ay u bixiso khidmadaha dib-u-dhaca ka hor 30-ka Nofeembar!,PSA,original_baseline_dataset
376,Education,"KNEC opens KCSE remarking window – pay Ksh 1,000 per paper before Nov 30!","KNEC yafungua dirisha la kuashiria KCSE – lipa Ksh 1,000 kwa kila karatasi kabla ya Novemba 30!","KNEC oyawo thuolo mar KCSE mar chiwo paro ka ichulo Ksh 1,000 e kalatas ka kalatas kapok Nov 30!","KNEC waxay fureysaa daaqadda qoraalka KCSE-da si ay u bixiso Ksh 1,000 warqad kasta ka hor 30-ka Nofeembar!",PSA,original_baseline_dataset
377,Education,KNEC releases KCSE 2025 chief examiner reports early – download before exams!,KNEC yatoa ripoti za mtahini mkuu wa KCSE 2025 mapema – pakua kabla ya mitihani!,KNEC golo ripode mag KCSE 2025 mar jatend penj ma ibiro gol chon kapok penj ochakore!,KNEC waxay soo saartay warbixinnada imtixaanka ugu weyn ee KCSE 2025 si aad u soo dejiso ka hor imtixaanada!,PSA,original_baseline_dataset
378,Education,KNEC releases KCSE 2025 marking scheme early – download before leak!,KNEC yatoa mpango wa kusahihisha KCSE 2025 mapema – pakua kabla ya kuvuja!,KNEC golo chenro mar keto alama mar KCSE 2025 download chon ka pok ogol!,KNEC waxay soo saartaa qorshaha calaamadeynta KCSE 2025 ka hor inta aan la daadin!,PSA,original_baseline_dataset
379,Education,KNEC releases official KCSE 2025 timetable – download before fake ones spread!,"KNEC yatoa ratiba rasmi ya KCSE 2025 ""pakua kabla ya zile bandia kusambaa!""",KNEC golo chenro mar somo mar KCSE 2025 download kapok moko mag miriambo opong'o piny!,KNEC waxay soo saartaa jadwalka rasmiga ah ee KCSE 2025 si loo soo dejiyo ka hor inta aan la faafin kuwa been abuurka ah!,PSA,original_baseline_dataset
385,Education,"Ksh 15,000 bursary per needy student released – check with your principal TODAY!","Ufadhili wa Ksh 15,000 kwa kila mwanafunzi mwenye uhitaji watolewa ""wasiliana na mkuu wako wa shule LEO!","Ksh 15,000 mar bursary ne japuonjre moro amora ma nigi chan, osego cheki ne japuonj maduong' KAWUONO!","Ksh 15,000 oo deeq waxbarasho ah arday kasta oo u baahan ayaa la sii daayay. La xiriir madaxaaga maanta!",PSA,original_baseline_dataset
386,Education,"Ksh 2,000 HELB upkeep loan disbursed to all university students – check portal.","Mkopo wa matunzo wa Ksh 2,000 wa HELB umetolewa kwa wanafunzi wote wa chuo kikuu ""lango la shule"".","Ksh 2,000 HELB ma en pesa ma ng'ato nyalo konyorego e rito ngimane, ne ochiw ne jopuonjre duto mag yunivasiti.","Ksh 2,000 HELB deyn dayactir ah oo loo bixiyay dhammaan ardayda jaamacadaha ee bogga hubinta.",PSA,original_baseline_dataset
387,Education,"Ksh 20,000 HELB loan disbursed to 500,000 students – check portal NOW!","Mkopo wa Ksh 20,000 wa HELB umetolewa kwa wanafunzi 500,000 ""lango la shule sasa!"" Ksh 22,244 mwanafunzi kwa siku - msomi ametolewa ""Wakuu wa shule hawapaswi kuomba pesa za ziada!","Ksh 20,000 HELB ma ne ochiw ne jopuonjre 500,000 nono portal sani!","Ksh 20,000 HELB oo deyn ah oo loo bixiyay 500,000 arday.",PSA,original_baseline_dataset
388,Education,"Ksh 22,244 capitation per day-scholar released – principals must NOT ask for extra money!","Ksh 22,244 mwanafunzi kwa siku - msomi ametolewa ""Wakuu wa shule hawapaswi kuomba pesa za ziada!""","Ksh 22,244 ma en pesa michulo ng'ato ka ng'ato e odiechieng'no-jopuonjre ma ogony ok onego okwa pesa momedore!","Ksh 22,244 cashar maalinle ah - ardayda la sii daayay - Agaasimayaashu waa inaysan weydiisan lacag dheeri ah!",PSA,original_baseline_dataset
389,Education,"Ksh 30,000 HELB graduation loan released – apply via app in 2 minutes!","Mkopo wa kuhitimu wa HELB wa Ksh 30,000 umetolewa – tuma maombi kupitia programu ndani ya dakika 2!","Ksh 30,000 HELB ma en pesa ma ng'ato nyalo yudo bang' tieko skul, osegol oko. Ti gi app e dakika 2!","Ksh 30,000 HELB amaahda qalin-jabinta oo la sii daayay ayaa la codsan karaa barnaamijka 2 daqiiqo gudahood!",PSA,original_baseline_dataset
390,Education,"Ksh 5,000 HELB emergency loan released – apply via app in 2 minutes!","Mkopo wa dharura wa HELB wa Ksh 5,000 umetolewa ¢â'¬â€œ tuma maombi kupitia programu ndani ya dakika 2!","Ksh 5,000 HELB emergency loan ogony tiyo kokalo kuom app e dakika 2!","Ksh 5,000 HELB deyn degdeg ah oo la sii daayay ayaa la codsan karaa barnaamijka 2 daqiiqo gudahood!",PSA,original_baseline_dataset
391,Education,"Ksh 50,000 annual grant for special needs learners – apply before Dec 10!","Ruzuku ya kila mwaka ya Ksh 50,000 kwa wanafunzi wenye mahitaji maalum ¢â'¬â€œ tuma maombi kabla ya Desemba 10!","Ksh 50,000 mar kony mar higa ka higa ne jopuonjre ma nigi dwaro makende, tiuru kapok Desemba 10 ochopo!","Ksh 50,000 oo deeq sanadle ah oo loogu talagalay ardayda u baahan baahiyo gaar ah ayaa la dalban karaa ka hor 10-ka Diseembar!",PSA,original_baseline_dataset
392,Education,"Ksh 50,000 HELB final-year loan released – check app before midnight!","Mkopo wa mwaka wa mwisho wa HELB wa Ksh 50,000 umetolewa angalia programu kabla ya saa sita usiku!","Ksh 50,000 HELB ma en pesa ma ng'ato nyalo konyorego e higa mogik, ne ogol oko kapok saa auchiel otieno ochopo!","Ksh 50,000 HELB amaahda sanadka kama dambaysta ah ayaa la sii daayay barnaamijka hubinta ka hor saqdii dhexe!",PSA,original_baseline_dataset
397,Education,KUCCPS opens direct university entry for TVET graduates – apply before Dec 31!,KUCCPS yafungua kiingilio cha moja kwa moja cha chuo kikuu kwa wahitimu wa TVET – kutuma maombi kabla ya Desemba 31!,KUCCPS oyawo thuolo mar donjo e yunivasiti achiel kachiel ne jogo ma osetieko tiegruok e yore mag TVET.,KUCCPS waxay fureysaa gelitaanka jaamacadaha tooska ah ee ardayda ka qalin jabisay TVET waxay dalban karaan ka hor 31-ka Diseembar!,PSA,original_baseline_dataset
398,Education,KUCCPS opens emergency course change window – switch before midnight!,KUCCPS yafungua dirisha la kubadilisha kozi ya dharura – badilisha kabla ya saa sita usiku!,KUCCPS oyawo dirise mag lokruok e kor yo kapok sa auchiel otieno ochopo!,KUCCPS waxay fureysaa daaqadda isbeddelka koorsada degdegga ah ka hor saqdii dhexe!,PSA,original_baseline_dataset
399,Education,KUCCPS opens emergency university transfer window – move courses before Dec 10!,KUCCPS yafungua dirisha la dharura la uhamisho wa vyuo vikuu – kozi za kuhama kabla ya Desemba 10!,"KUCCPS oyawo thuolo mar dar dhi e yunivasiti mapiyo, dhi e tiegruok mag dhi e yunivasiti kapok Desemba 10 ochopo!",KUCCPS waxay furaysaa daaqadda xaaladaha degdegga ah ee wareejinta jaamacadaha si ay u guuraan koorsooyinka ka hor 10-ka Diseembar!,PSA,original_baseline_dataset
400,Education,KUCCPS opens final course change window – switch degree before servers crash!,KUCCPS inafungua dirisha la mwisho la kubadilisha kozi – shahada ya kubadili kabla ya seva kuanguka!,KUCCPS oyawo dirise mogik mar loko yo kapok servers okethore!,KUCCPS waxay fureysaa daaqadda ugu dambeysa ee isbeddelka koorsada shahaadada ka hor inta server-yada aysan burburin!,PSA,original_baseline_dataset
401,Education,KUCCPS opens final revision window – change course before midnight TONIGHT!,KUCCPS yafungua dirisha la mwisho la marekebisho badilisha njia kabla ya saa sita usiku wa manane!,KUCCPS chako chenro manyien mar timo nonro kapok saa auchiel mar otieno ochopo!,KUCCPS waxay fureysaa daaqadda ugu dambeysa ee dib u eegista ee isbeddelka koorsada ka hor saqdii dhexe ee maanta!,PSA,original_baseline_dataset
402,Education,KUCCPS opens second revision of courses – change your degree choice before Dec 1.,KUCCPS inafungua marekebisho ya pili ya kozi na kubadilisha chaguo lako la shahada kabla ya Desemba 1.,KUCCPS yawo somo mar ariyo mar somo mag loko digri midwaro kapok Dec 1.,KUCCPS waxay furaysaa dib u eegis labaad oo koorsooyin ah si aad u bedesho doorashada shahaadadaada ka hor 1da Diseembar.,PSA,original_baseline_dataset
403,Education,KUCCPS third revision opens tomorrow – change your course before it's too late!,Marekebisho ya tatu ya KUCCPS yanafunguliwa kesho badilisha mwelekeo wako kabla haijachelewa!,KUCCPS somo mar adek chako kiny lok yo ma idhi luwo kapok sa odeko ahinya!,Dib-u-eegiskii saddexaad ee KUCCPS wuxuu furmayaa berrito. Isbeddel koorsadaada ka hor inta aysan noqonin mid aad u gaabis ah!,PSA,original_baseline_dataset
421,Education,Live CBC Grade 8 revision marathon starts 4PM daily – join free on KICD YouTube!,Marathon ya marekebisho ya darasa la 8 ya CBC inaanza saa 4 usiku kila siku jiunge bure kwenye KICD YouTube!,Live CBC Grade 8 revision marathon chakore 4PM pile ka pile riwri nono e KICD YouTube!,Marathon-ka dib-u-eegista ee CBC ee fasalka 8aad wuxuu bilaabmayaa 4pm maalin kasta,PSA,original_baseline_dataset
423,Education,Live KCSE 2025 prediction marathon starts 6PM daily – free on KICD channel!,Marathon ya utabiri wa moja kwa moja ya KCSE 2025 inaanza saa 12 jioni kila siku bila malipo kwenye kituo cha KICD!,KCSE 2025 marathon mar ng'eyo weche mabiro timore chakore saa 6 odhiambo pile ka pile e KICD channel!,KCSE 2025 marathon-ka saadaasha tooska ah wuxuu bilaabmayaa 6PM maalin kasta oo bilaash ah kanaalka KICD!,PSA,original_baseline_dataset
441,Education,New Competency-Based Curriculum for TVET launched – download free from KICD.,Mtaala Mpya Unaozingatia Umahiri wa TVET ulizinduliwa na – pakua bure kutoka KICD.,Ne ochak chenro manyien mar tiegruok kuom lony e yore mag tiegruok gi lony e yore mag TVET ma ng'ato nyalo download nono e KICD.,Barnaamijka cusub ee TVET ee ku saleysan aqoonta ayaa la bilaabay si lacag la'aan ah loogu soo dejiyo KICD.,PSA,original_baseline_dataset
442,Education,New green-energy TVET curriculum launched – free download on KICD site now!,"Mtaala mpya wa TVET wa nishati ya kijani ulizinduliwa ""upakuaji wa bure kwenye tovuti ya KICD sasa!""",Chenro manyien mar tiegruok e yore mag TVET ma tiyo gi teko mar lowo ne ochak download e websait mar KICD sani!,Barnaamijka cusub ee TVET ee tamarta cagaaran ayaa la bilaabay si bilaash ah loogu soo dejiyo bogga KICD hadda!,PSA,original_baseline_dataset
