PSA_Id,Domain,English,Kiswahili,Dholuo,Somali,Class,Source
2637,Governance,Ministry of Water encourages citizens to report any incidents of corruption to official government portal.,Wizara ya Maji inawahimiza raia kuripoti matukio yoyote ya ufisadi kwenye lango rasmi la serikali.,Apis mar pi jiwo raia mondo oland weche duto mag mibadhi e websait mar sirkal.,Wasaaradda Biyaha waxay muwaadiniinta ku dhiiri gelineysaa inay ka warbixiyaan dhacdooyinka musuqmaasuqa bogga rasmiga ah ee dowladda.,PSA,original_baseline_dataset
2638,Governance,The IEBC urges the public to report any incidents of ahead of the upcoming to strengthen governance.,IEBC inawahimiza umma kuripoti matukio yoyote kabla ya wakati ujao ili kuimarisha utawala.,IEBC jiwo ji mondo ochiw ripot e wi gik moko duto ewi motelo ne gima biro mondo ober telo.,IEBC waxay dadweynaha ugu baaqeysaa inay soo sheegaan wixii dhacdooyin ah ee soo socda si loo xoojiyo maamulka.,PSA,original_baseline_dataset
2639,Governance,National Treasury appeals to students to engage in to enhance transparency.,Hazina ya Kitaifa inawasihi wanafunzi kushiriki katika kuboresha uwazi.,Keno mar sirkal mamalo jiwo jopuonjre mondo oriwregi mondo ober ler mar telo.,Wasaaradda Maaliyadda Qaranka waxay ardayda ugu baaqeysaa inay ku lug yeeshaan kor u qaadista hufnaanta.,PSA,original_baseline_dataset
2640,Governance,Citizens are reminded to remain vigilant about before the election deadline.,Wananchi wanakumbushwa kuwa macho kuhusu kabla ya tarehe ya mwisho ya uchaguzi.,Jopiny ijiwo mondo obed motang'kuom motelo ne yiero.,Muwaadiniinta waxaa lagu xasuusinayaa in ay ka feejignaadaan ka hor waqtiga doorashada.,PSA,original_baseline_dataset
2641,Governance,The government advises members of the public to cooperate with authorities on to enhance transparency.,Serikali inawashauri wananchi kushirikiana na mamlaka ili kuongeza uwazi.,Sirkal jiwo ji duto mondo oriwre gi sirkal ewi mondo ober ler e telo.,Dowladdu waxay ku talineysaa shacabka inay la shaqeeyaan mas'uuliyiinta si loo kordhiyo hufnaan.,PSA,original_baseline_dataset
2642,Governance,DCI calls upon farmers to attend for community development.,DCI inatoa wito kwa wakulima kuhudhuria kwa ajili ya maendeleo ya jamii.,DCI dwaro ni jopur odhi nyime timo dongruok mar jopiny.,DCI waxay ugu baaqeysaa beeraleyda inay ka qeyb galaan horumarinta bulshada.,PSA,original_baseline_dataset
2643,Governance,The public is encouraged to verify to protect citizens.,Umma unahimizwa kuthibitisha ili kuwalinda raia.,Ji duto ojiw mondo onon mondo orit raia.,Dadweynaha waxaa lagu dhiirigelinayaa inay xaqiijiyaan si ay u ilaaliyaan muwaadiniinta.,PSA,original_baseline_dataset
2644,Governance,All stakeholders are urged to remain vigilant about during the electoral process.,Wadau wote wanahimizwa kuwa macho wakati wa mchakato wa uchaguzi.,Ijiwo jogo duto motudore gi yiero mondo obed motang' kinde ma ibiro timie yiero.,Dhammaan daneeyayaasha waxaa lagu boorinayaa inay feejignaadaan inta lagu jiro habka doorashada.,PSA,original_baseline_dataset
2645,Governance,The government advises the public to register for to improve service provision.,Serikali inawashauri wananchi kujiandikisha ili kuboresha utoaji wa huduma.,Sirkal jiwo ji mondo odonj e skundno mondo omi tij lendo omed bedo maber.,Dowladdu waxay dadka kula talineysaa inay iska diiwaangeliyaan si loo hagaajiyo bixinta adeegyada.,PSA,original_baseline_dataset
2646,Governance,Ministry of Interior calls upon citizens to contribute their views on to strengthen governance.,Wizara ya Mambo ya Ndani inatoa wito kwa raia kutoa maoni yao kuhusu kuimarisha utawala.,Apis mar weche mag arita kwayo raia mondo ochiw pachgi kuom wach gero sirkal.,Wasaaradda Arrimaha Gudaha waxay muwaadiniinta ugu baaqeysaa inay ka qaybqaataan aragtidooda si loo xoojiyo maamulka.,PSA,original_baseline_dataset
2647,Governance,National Police Service warns stakeholders about to improve service provision and urges them to stay alert to.,Huduma ya Polisi ya Kitaifa inawaonya wadau kuhusu kuboresha utoaji wa huduma na inawahimiza kuwa macho.,riwruog apisa mar obila mar National Police Service chiwo siem ne jogo motudore gi tijno ni gibiro medo timo dongruok e tijgi mar lendo kendo gikwayogi ni gisik ka girito.,Adeegga Booliska Qaranka wuxuu uga digay dhinacyada daneynaya inay hagaajiyaan bixinta adeegyada wuxuuna ku boorinayaa inay feejignaadaan.,PSA,original_baseline_dataset
2648,Governance,Public Service Commission warns farmers about during this period and urges them to attend.,Tume ya Utumishi wa Umma inawaonya wakulima kuhusu kipindi hiki na kuwahimiza kuhudhuria.,Komiti mar Tij Joot chiwo siem ne jopur e wi kindego kendo ojiwogi mondo gibi e chokruogno.,Guddiga Adeegga Dadweynaha wuxuu uga digayaa beeraleyda muddadan wuxuuna ku boorinayaa inay ka qeyb galaan.,PSA,original_baseline_dataset
2649,Governance,The government advises stakeholders to stay alert to in the interest of public welfare.,Serikali inawashauri wadau kuwa macho kwa maslahi ya ustawi wa umma.,Sirkal jiwo jokanyo mondo obed motang' e neno ni dwaro mar oganda ochopo kare.,Dowladda waxay kula talineysaa daneeyayaasha inay ka feejignaadaan danaha daryeelka dadweynaha.,PSA,original_baseline_dataset
2650,Governance,The County Government urges business owners to stay alert to to improve service provision.,Serikali ya Kaunti inawasihi wamiliki wa biashara kuwa macho ili kuboresha utoaji wa huduma.,Sirkal mar kaunti'no jiwo jolok ohala mondo obed motang' mondo ober chenro michwalo.,Maamulka degmada ayaa ku boorinaya milkiilayaasha ganacsiga inay feejignaadaan si loo hagaajiyo bixinta adeegyada.,PSA,original_baseline_dataset
2651,Governance,The government advises stakeholders to submit comments on for effective governance.,Serikali inawashauri wadau kuwasilisha maoni yao kuhusu utawala bora.,Sirkal jiwo jokanyo mondo ochwal paro motenore kod loch maber.,Dowladdu waxay kula talineysaa daneeyayaasha inay soo gudbiyaan faallooyin ku saabsan maamulka wax ku oolka ah.,PSA,original_baseline_dataset
2652,Governance,The IEBC urges members of the public to cooperate with authorities on ahead of the upcoming during this period.,IEBC inawasihi umma kushirikiana na mamlaka kabla ya kipindi hiki.,IEBC jiwo ji duto mondo oriwre gi jotelo motelo ne yiero mabiro e kinde gi.,IEBC waxay ugu baaqeysaa shacabka inay la shaqeeyaan mas'uuliyiinta ka hor inta aan la gaarin muddadan.,PSA,original_baseline_dataset
2653,Governance,EACC urges citizens not to elect into office persons facing corruption charges.,EACC inawasihi raia kutowachagua watu wanaokabiliwa na mashtaka ya ufisadi.,EACC jiwo ji mondo kik giyier jotelo ma itudo gi weche mag mibadhi.,EACC waxay muwaadiniinta ugu baaqeysaa inaysan dooran dadka lagu eedeeyay musuq maasuq.,PSA,original_baseline_dataset
2654,Governance,IEBC urges students to take this opportunity to register as voters.,IEBC inawasihi wanafunzi kutumia fursa hii kujiandikisha kama wapiga kura.,IEBC jiwo jopuonjre mondo oti gi thuoloni e ndikruok kaka jogo ombulu.,IEBC waxay ardayda ugu baaqeysaa inay fursadan ka faa'iideystaan inay iska diiwaangeliyaan codbixiyayaasha.,PSA,original_baseline_dataset
2655,Governance,"Director Voter Education, Partnerships and Communication Rasi Masudi urges participants to cover all activities of the electoral process in a workshop to review Frequently Asked Questions and Voter Education Guide","Mkurugenzi Elimu ya Mpiga Kura, Ushirikiano na Mawasiliano Rasi Masudi anawasihi washiriki kuangazia shughuli zote za mchakato wa uchaguzi katika warsha ili kupitia Maswali Yanayoulizwa Mara kwa Mara na Mwongozo wa Elimu ya Mpiga Kura","Jatelo mar Puonjo weche yiero, Komiti mag Winjruok kod Wuoyo, Rasi Masudi, jiwo jokanyo mondo owuo e wi weche duto motudore gi yiero e chokruok mar nono penjo ma ji penjoga ahinya kod puonj motenore kod weche yiero.","Agaasimaha Waxbarashada Codbixiyayaasha, Wada-hawlgalayaasha iyo Isgaarsiinta Rasi Masudi ayaa ka codsaday kaqeybgalayaasha inay daboolaan dhammaan hawlaha geedi socodka doorashada ee aqoon isweydaarsi lagu eego dib u eegista Su'aalaha Badanaa La Is Weydiiyo iyo Tilmaamaha Waxbarashada Codbixiyayaasha",PSA,original_baseline_dataset
2656,Governance,EACC urges Kenyans to report all forms of corruption for investigation.,EACC inawasihi Wakenya kuripoti aina zote za ufisadi kwa ajili ya uchunguzi.,EACC jiwo Jo-Kenya mondo ochiw ripot e wi kit mibadhi duto.,EACC waxay ku boorineysaa dadka Kenya inay soo sheegaan dhammaan noocyada musuqmaasuqa si baaritaan loogu sameeyo.,PSA,original_baseline_dataset
2657,Governance,The Commission urges all agencies involved in the issuance of National Identity cards to fast-track the issuance and distribution of the IDs to enable Kenyans who have attained the age of 18 to be registered as voters.,Tume inazihimiza mashirika yote yanayohusika katika utoaji wa vitambulisho vya kitaifa kuharakisha utoaji na usambazaji wa vitambulisho hivyo ili kuwawezesha Wakenya waliofikisha umri wa miaka 18 kusajiliwa kama wapiga kura.,Kamisen jiwo riwruoge duto motudore gi chiwo opande mondo otim kinda mapiyo e chiwo kod pogo opande mondo omi Jo-Kenya ma osetieko higni apar kod aboro ondiki kaka jogo ombulu.,Guddiga ayaa ku boorinaya dhammaan hay'adaha ku lug leh soo saarista kaararka aqoonsiga qaranka inay si dhakhso leh ula socdaan soo saarista iyo qaybinta aqoonsiga si ay u oggolaadaan dadka Kenya ee gaadhay da'da 18 sano inay u diiwaangeliyaan sida codbixiyeyaasha.,PSA,original_baseline_dataset
2658,Governance,EACC urges every Kenyan to always uphold integrity and proactively participate in the fight against corruption.,EACC inamsihi kila Mkenya kudumisha uadilifu na kushiriki kikamilifu katika vita dhidi ya ufisadi.,EACC jiwo ji duto manie piny Kenya mondo omak tim makare kendo okonygi kedo gi mibadhi.,EACC waxay ku boorineysaa qof kasta oo reer Kenya ah inuu had iyo jeer ilaaliyo daacadnimada iyo inuu si firfircoon uga qaybqaato la dagaalanka musuqmaasuqa.,PSA,original_baseline_dataset
2659,Governance,"YOUR ROLE AS A CITIZEN 1. Shun corruption, do not tolerate or support it 2. Report any suspected corrupt conduct 3. Desist from glorifying corruptly acquired wealth. 5. Demand accountability from leaders 6. Return any stolen public property in your possession 7. Obey the law","JUKUMU LAKO KAMA RAIA 1. Epuka ufisadi, usivumilie au kuuunga mkono 2. Ripoti mwenendo wowote unaoshukiwa wa ufisadi 3. Epuka kusifu utajiri uliopatikana kwa ufisadi. 5. Dai uwajibikaji kutoka kwa viongozi 6. Rudisha mali yoyote ya umma iliyoibiwa uliyonayo 7. Tii sheria","Ting' ma in-go kaka raia mokwongo. We timbe mag mibadhi, geng'gi, kata riwogi lwedo. mar airyo . Land timbe duto mag mibadhi. mar adek. We miyo mwandu ma ji yudo nikech mibadhi duong'. mar abich. Chiko jotelo mondo gikonygi. mar auchiel. Duoko mwandu duto mag sirkal ma in-go. mar abiriyo. Luwo Chik","1. Ka fogow musuqmaasuqa, ha u dulqaadanina ama ha u taageerinina. 2. Warbixi wax kasta oo lagu tuhmo in musuqmaasuq lagu sameeyay. 3. Iska daaya in aad ammaanto hantida musuqmaasuq lagu helay. 5. Madaxda ka codso xisaabinta. 6. Soo celi hantida dawladda ee lagaa xaday. 7. Xeerka addeeca.",PSA,original_baseline_dataset
2660,Governance,(EACC) urges Kenyans to be vigilant and avoid falling prey to fraudsters issuing fake integrity clearance letters at a fee,(EACC) inawahimiza Wakenya kuwa macho na kuepuka kunaswa na matapeli wanaotoa barua bandia za uadilifu kwa ada,IECC jiwo jokenya mondo obed motang' kendo kik giyudre kod achudhe machiwo kad ma adiera kuom kawo omenda.,(EACC) waxay ugu baaqeysaa dadka Kenya inay feejignaadaan oo ay ka fogaadaan inay noqdaan dhibanayaasha khiyaanooyinka soo saara waraaqaha saxda ah ee loo yaqaan 'integrity clearance letters' oo lacag lagu bixiyo,PSA,original_baseline_dataset
2661,Governance,"IEBCKenya urges eligible diaspora voters in USA, Germany, South Africa, Tanzania, Uganda, Rwanda, Burundi & South Sudan to come out & register before Feb 4 deadline","IEBCKenya yawahimiza wapiga kura wanaostahiki kutoka nje ya nchi nchini Marekani, Ujerumani, Afrika Kusini, Tanzania, Uganda, Rwanda, Burundi na Sudan Kusini kujitokeza na kujiandikisha kabla ya tarehe ya mwisho ya Februari 4.","Duol mar yiero mar IEBC e piny Kenya ojiwo jotelo mag pinje mag Amerka, Germany, Afrika ma milambo , Tanzania, Uganda, Rwanda, Burundi kod South Sudan mondo owuog e pinyno kapok tarik ang'wen dwe mar ariyo ochopo .","IEBCKenya waxay ku boorineysaa codbixiyayaasha u qalma dibadda ee ku nool Mareykanka, Jarmalka, Koonfur Afrika, Tansaaniya, Uganda, Rwanda, Burundi & South Sudan inay soo baxaan oo ay iska diiwaangeliyaan ka hor 4da Febraayo.",PSA,original_baseline_dataset
2662,Governance,IEBCKenya urges citizens who are not registered but are eligible to take advantage of this last week to enlist as voters,IEBCKenya inawasihi raia ambao hawajajiandikisha lakini wanastahili kutumia fursa ya wiki hii iliyopita kujiandikisha kama wapiga kura,Duol mar yiero e piny kenya jiwo ji duto ma ok osendikore kaka jogo ombulu mondo okaw thuolo mar juma mogik mar ndiko nyinggi kaka jogo ombulu.,IEBCKenya waxay ku boorineysaa muwaadiniinta aan diiwaangelin laakiin xaq u leh inay ka faa'iideystaan todobaadkii la soo dhaafay si ay u diiwaangeliyaan codbixiyayaasha,PSA,original_baseline_dataset
2663,Governance,"IEBCKenya urges voters, candidates and agents to maintain order at polling stations and avoid wearing or carrying campaign materials","IEBCKenya inawasihi wapiga kura, wagombea na mawakala kudumisha utulivu katika vituo vya kupigia kura na kuepuka kuvaa au kubeba vifaa vya kampeni","Duol mar yiero e piny kenye jiwo jogo ombulu, joslar kombe kod jochung' mondo oket arita kwe e kuonde goyo ombulu kendo kik girwak kata ting'o gige kampen","IEBCKenya waxay codbixiyayaasha, musharixiinta iyo wakiillada ku boorineysaa in ay nidaamka ka ilaaliyaan goobaha codbixinta isla markaana ay ka fogaadaan inay xirtaan ama qaataan qalabka ololaha",PSA,original_baseline_dataset
2664,Governance,IEBC urges citizens to unconditionally embrace peaceful elections & shun violence that is retrogressive to our economic growth and social cohesion.,IEBC inawasihi raia kukumbatia uchaguzi wa amani bila masharti na kuepuka vurugu ambazo zinarudisha nyuma ukuaji wetu wa uchumi na mshikamano wa kijamii.,Duol mar yiero e piny kenya jiwo raia mondo orwak yiero mar kwe maonge chik kendo gitang' gi timbe mahundu ma nyalo thiro dongruok mar ohala kod winjruok e kind oganda.,IEBC waxay muwaadiniinta ugu baaqeysaa inay si shuruud la'aan ah u aqbalaan doorashooyinka nabadeed & ka fogaadaan rabshadaha ka soo horjeeda koritaanka dhaqaalaha iyo isdhexgalka bulshada.,PSA,original_baseline_dataset
2665,Governance,Kenya Wildlife Service urges all our amazing visitors to our breathtaking National Parks to join hands in preserving the beauty of our wildlife and natural landscapes.,Huduma ya Wanyamapori ya Kenya inawasihi wageni wetu wote wa ajabu kwenye Hifadhi zetu za Kitaifa za kuvutia kuungana mkono katika kuhifadhi uzuri wa wanyamapori wetu na mandhari ya asili.,Riwruok mar le mag bunge e piny Kenya jiwo ji duto ma biro limowa e pewe magwa mag le mondo oriwre lwedo e rito kit le kod yiende mabeyo ma wan - go.,Hay'adda Kenya Wildlife Service waxay ku boorineysaa dhamaan booqdayaasheena cajiibka ah ee ku yimaada jardiinooyinkayaga qaranka inay iskaashi ku sameeyaan ilaalinta quruxda duurjoogta iyo muuqaalada dabiiciga ah.,PSA,original_baseline_dataset
2666,Governance,EACC urges all professional bodies in the country to infuse integrity and accountability in their self-regulatory mechanisms to enhance corruption intolerance among Kenyan professionals,EACC inazihimiza taasisi zote za kitaaluma nchini kuingiza uadilifu na uwajibikaji katika mifumo yao ya kujidhibiti ili kuongeza uvumilivu wa ufisadi miongoni mwa wataalamu wa Kenya.,EACC jiwo jolony duto e pinyno mondo otim gik moko e yo makare kendo e yo mowinjore mondo omi joma olony e Kenya obed gi chuny mar tiyo maonge gi mibadhi,EACC waxay ugu baaqeysaa dhamaan hay'adaha xirfadeed ee dalka inay daacadnimo iyo mas'uuliyad ku darsadaan nidaamyadooda is-xakamaynta si kor loogu qaado dulqaadka musuqmaasuqa ee ka dhexeeya xirfadlayaasha Kenya,PSA,original_baseline_dataset
2667,Governance,The Commission urges Machakos voters to turn out & exercise their democratic right,Tume yawahimiza wapiga kura wa Machakos kujitokeza na kutumia haki yao ya kidemokrasia,Kamisen'no dwaro ni josiasa ma Machakos owuog oko kendo giti gi ratiro ma gin-go mar timo yiero.,Guddiga ayaa ugu baaqay codbixiyayaasha Machakos inay soo baxaan oo ay adeegsadaan xuquuqdooda dimuqraadiga ah,PSA,original_baseline_dataset
2668,Governance,"The registrar @ORPPKenya, Anne Nderitu urges parliament to fast track the enactment of election-related legislation. Late enactments negatively affect the planning of elections.","Msajili @ORPPKenya, Anne Nderitu anahimiza bunge kuharakisha utekelezaji wa sheria zinazohusiana na uchaguzi. Kupitishwa kwa sheria kuchelewa kunaathiri vibaya upangaji wa uchaguzi.","Anne Nderitu, ma en jagoro mar @orppkenya, jiwo Bura mondo orit mapiyo kaka chike motudore gi yiero tiyo. Keto chike modeko thiro chenro mag yiero.","Diiwaanka @ORPPKenya, Anne Nderitu waxay Baarlamaanka ugu baaqeysaa inay si dhakhso leh ula socdaan ansixinta sharciyada la xiriira doorashooyinka.",PSA,original_baseline_dataset
2669,Governance,NGECKenya representative Winnie Wambua calls for collaboration & asks participants to work together to ensure violence does not impede women from vying for political seats & urges participants to start a campaign to have men support women secure positions of leadership,Mwakilishi wa NGECKenya Winnie Wambua atoa wito wa ushirikiano na kuwaomba washiriki kufanya kazi pamoja ili kuhakikisha vurugu hazizuii wanawake kugombea viti vya kisiasa na kuwahimiza washiriki kuanzisha kampeni ili wanaume wawaunge mkono wanawake kupata nafasi za uongozi.,"Jachung' mar NGECKenya, Winnie Wambua, ogwelo ji duto mondo oriwre lwedo mondo timbe mahundu kik geng' mon kik donj e loch mag siasa kendo ojiwo ji duto mondo ochak kampen mar konyo chwo mondo oriw lwedo mon e migepe mag telo.",Wakiilka NGOECKenya Winnie Wambua waxay ku baaqeysaa wada shaqeyn & waxay ka codsaneysaa ka qaybgalayaasha inay wada shaqeeyaan si loo hubiyo in rabshaduhu aysan ka hortagin haweenka inay ku tartamaan kuraasta siyaasadda & waxay ka codsaneysaa ka qaybgalayaasha inay bilaabaan olole ay raggu ku taageeraan haweenka si ay u helaan jagooyin hoggaamineed oo ammaan ah,PSA,original_baseline_dataset
2670,Governance,"Canada wishes IEBC success in #ECVR2021, urges citizens to register as their vote matters.","Kanada inaitakia IEBC mafanikio katika #ECVR2021, inawasihi raia kujiandikisha kwani kura zao ni muhimu.","Kanada dwaro ni IEBC otim dongruok e #ECVR2021, dwaro ni ji duto odonjre kaka joma biro goyo ombulu nikech ombuchgi en gima duong ahinya.","Kanada waxay u rajeyneysaa IEBC guul #ECVR2021, waxay ku boorineysaa muwaadiniinta inay isdiiwaangaliyaan sida codkooda ay muhiim u tahay.",PSA,original_baseline_dataset
2671,Governance,The Commission Chairman Wafula Chebukati urges Faith Based Organizations to have a collective responsibility to ensure we have a peaceful free and fair election in August 2022.,Mwenyekiti wa Tume Wafula Chebukati anahimiza Mashirika ya Kidini kuwa na jukumu la pamoja la kuhakikisha tuna uchaguzi huru na wa haki wa amani mwezi Agosti 2022.,"Jakom mar Komiti miluongo ni Wafula Chebukati, jiwo riwruok mar dinde mondo obed gi ting ' mar neno ni yiero e dwe mar Aboro higa mar alufu ariyo piero ariyo kod ariyo otim e yo ma ayanga.",Guddoomiyaha guddiga Wafula Chebukati wuxuu ugu baaqay ururada ku saleysan iimaanka inay lahaadaan mas'uuliyad wadajir ah si loo hubiyo inaan helno doorasho nabadeed oo xor ah oo cadaalad ah bisha Agoosto 2022.,PSA,original_baseline_dataset
2672,Governance,"Evans Misati, Chairperson of Political Parties Liaison Committee (PPLC) National Steering Committee urges PWDs to register as members of political parties to claim their rightful share in national representation","Evans Misati, Mwenyekiti wa Kamati ya Uongozi ya Kitaifa ya Kamati ya Uhusiano ya Vyama vya Siasa (PPLC) anawasihi watu wenye ulemavu kujiandikisha kama wanachama wa vyama vya siasa ili kudai sehemu yao halali katika uwakilishi wa kitaifa.","Evans Misati, ma en jakom mar Komiti mar Riwruok mar duond od buche (PPLC) komiti matayo sirkal mamalo jiwo PWDs mondo odonjre kaka jokanyo mag riwruoge mag siasa mondo giyud migawo mowinjore mar bedo jokanyo mag pinje","Evans Misati, Guddoomiyaha Guddiga Xiriirka Xisbiyada Siyaasadeed (PPLC) Guddiga Hogaaminta Qaranka ayaa ku booriyay dadka PWD inay iska diiwaangeliyaan xubnaha xisbiyada siyaasadeed si ay u codsadaan saamigooda sharciga ah ee wakiilka qaranka",PSA,original_baseline_dataset
2673,Governance,"Commissioner Wanderi urges women to remain united and support their own candidates in big numbers but also ensure they develop and mentor the youth to be responsible to take up leadership positions in the upcoming August 9, General Election.",Kamishna Wanderi anawasihi wanawake kubaki wamoja na kuwaunga mkono wagombea wao kwa wingi lakini pia kuhakikisha wanawaendeleza na kuwapa ushauri vijana ili kuwajibika kuchukua nafasi za uongozi katika Uchaguzi Mkuu ujao wa Agosti 9.,"Kamisona Wanderi jiwo wakeini mondo osik ka gin gi winjruok achiel kendo gichiw kony maduong ' ne joma gidwaro, to bende gijiwo kendo gijiwo rowere mondo obed gi ting ' mar telo e yiero maduong ' mabiro tarik ochiko dwe mar aboro.","Guddoomiye Wanderi wuxuu ku boorinayaa haweenka inay sii midoobaan oo ay taageeraan musharixiintooda tiro badan, laakiin sidoo kale inay hubiyaan in ay horumariyaan oo ay tababaraan dhalinyarada si ay u noqdaan kuwo mas'uul ka ah inay qabtaan jagooyinka hoggaanka doorashada guud ee soo socota 9ka Ogosto.",PSA,original_baseline_dataset
2674,Governance,Commissioner Cherera urges women to mobilise and bring out those not registered to enlist as voters,Kamishna Cherera awahimiza wanawake kuhamasisha na kuwaleta nje wale ambao hawajajiandikisha kujiandikisha kama wapiga kura,kamisona Cherera jiwo wakeini mondo ojiw kendo ochiw joma pok ondikre kaka joma biro yiero.,Guddoomiye Cherera wuxuu ku booriyay haweenka in ay soo uruuriyaan oo ay soo saaraan kuwa aan diiwaangashanayn si ay u diiwaangeliyaan codbixiyeyaasha,PSA,original_baseline_dataset
2675,Governance,"In the meantime, KRA urges all the patriotic citizens of Kenya to stand with the Government, especially during this difficult and unprecedented time.","Wakati huo huo, KRA inawasihi raia wote wazalendo wa Kenya kusimama na Serikali, hasa wakati huu mgumu na usio wa kawaida.","E kindeno bende, KRA jiwo raia duto mag Kenya mondo ochung ' kor sirkal, to moloyo e kinde matekni.","Dhanka kale, KRA waxay ugu baaqeysaa dhammaan muwaadiniinta wadaniyiinta ah ee Kenya inay taageeraan dowladda, gaar ahaan xilligan adag oo aan hore loo arag.",PSA,original_baseline_dataset
2676,Governance,"Commissioner Francis Wanderi urges media, in the spirit of transparency, to send staff in all polling station to report results as declared by Presiding & Returning Officers.","Kamishna Francis Wanderi anahimiza vyombo vya habari, kwa roho ya uwazi, kutuma wafanyakazi katika vituo vyote vya kupigia kura kuripoti matokeo kama yalivyotangazwa na Wasimamizi na Maafisa wa Kurudi.",kamisona Francis Wanderi jiwo jofwambo e chuny mar ler e tich mondo oor jotich e kombe duto mag yiero mondo ochiw ripode kaka ne oland gi jotelo mochung' ne lendo mag yiero.,Guddoomiye Francis Wanderi wuxuu warbaahinta ugu baaqayaa inay si hufan u dirto shaqaale dhammaan goobaha codbixinta si ay u soo sheegaan natiijooyinka sida ay ku dhawaaqeen madaxweyneyaasha iyo saraakiisha soo celinta.,PSA,original_baseline_dataset
2677,Governance,"Director SCM, Harley Mutisya urges suppliers and service providers to communicate with accuracy on any issues that may hinder their ability to deliver on time to IEBCKenya","Mkurugenzi SCM, Harley Mutisya anawasihi wasambazaji na watoa huduma kuwasiliana kwa usahihi kuhusu masuala yoyote ambayo yanaweza kuzuia uwezo wao wa kuwasilisha kwa wakati kwa IEBCKenya.","Jatend SCM, Harley Mutisya ojiwo jouso kod jochiw mwandu mondo owuo e yo makare e wi weche duto manyalo monogi chwalo mwandu e kinde mowinjore ne duol mar yiero e piny kenya.","Agaasimaha SCM, Harley Mutisya wuxuu ku boorinayaa alaab-qeybiyeyaasha iyo bixiyeyaasha adeegyada inay si sax ah ula xiriiraan arrimaha kasta oo caqabad ku noqon kara awooda ay ku gaarsiiyaan IEBCKenya waqtigeeda",PSA,original_baseline_dataset
2678,Governance,"IEBC Chairman Wafula Chebukati urges political parties to familiarize with the Elections Operation Plan (EOP), which provides a roadmap and key timelines of the election calendar.","Mwenyekiti wa IEBC Wafula Chebukati anahimiza vyama vya siasa kufahamu Mpango wa Uendeshaji wa Uchaguzi (EOP), ambao hutoa ramani ya barabara na ratiba muhimu za kalenda ya uchaguzi.","Jakom mar IEBC Wafula Chebukati jiwo riwruoge mag siasa mondo ong'e chenro mar Yiero (EOP), ma loso chenro mar luwo yore kod seche mag yiero.","Guddoomiyaha IEBC Wafula Chebukati wuxuu xisbiyada siyaasadeed ugu baaqay inay la kulmaan Qorshaha Howlgalka Doorashooyinka (EOP), kaas oo bixiya khariidad iyo jadwalka muhiimka ah ee jadwalka doorashada.",PSA,original_baseline_dataset
2679,Governance,EACC urges any person with actionable information on corruption to REPORT it for processing in accordance with the law.,EACC inamsihi mtu yeyote mwenye taarifa zinazoweza kushughulikiwa kuhusu ufisadi kuripoti kwa ajili ya kushughulikiwa kwa mujibu wa sheria.,EACC jiwo ng'ato ang'ata ma nigi weche ma nyalo konyo e wi mibadhi mondo ochiw ripot mar loso gik moko kaluwore gi chik.,EACC waxay ku boorineysaa qofkasta oo haysta macluumaad la xiriira musuqmaasuqa in uu soo sheegayo si loo baaraandego si waafaqsan sharciga.,PSA,original_baseline_dataset
2680,Governance,"The Commission urges voters, candidates and agents to maintain order at all polling stations, avoid wearing or carrying campaign materials and to avoid campaigning while on the queue #October14thBy-elections.","Tume inawasihi wapiga kura, wagombea na mawakala kudumisha utulivu katika vituo vyote vya kupigia kura, kuepuka kuvaa au kubeba vifaa vya kampeni na kuepuka kufanya kampeni wakiwa kwenye foleni #UchaguziMdogo wa Oktoba14.","Komisenano jiwo jogo ombulu,joland kombe kod jochung' mondo orit kwe e kuonde duto mag goyo ombulu , kik girwak kata ting'o gige kampen kendo kik girwak gige kampen ka gin e opara mar yiero #Oktoba14th By elections.","Komishanku wuxuu codbixiyayaasha, musharixiinta iyo wakiillada ku boorinayaa inay nidaamka ku ilaaliyaan dhammaan goobaha codbixinta, ka fogaadaan inay xirtaan ama qaataan qalabka ololaha iyo inay ka fogaadaan ololaha inta ay safka ku jiraan doorashada #October14thBy.",PSA,original_baseline_dataset
2681,Governance,Did you know? That you can apply for special number plates? Apply online via the serviceportal.ntsa.go.ke,"Je, unajua? Kwamba unaweza kuomba nambari maalum za simu? Tuma maombi mtandaoni kupitia serviceportal.ntsa.go.ke",Be ing'eyo ni inyalo kwayo mondo omiyi plede makenda ? kwa e mbui kokalo kuom tond mbui mar serviceportal.ntsa.go.ke,Ma ogtahay in aad codsan karto lambarrada gaarka ah? Codso khadka tooska ah adigoo adeegsanaya bogga adeegga.ntsa.go.ke,PSA,original_baseline_dataset
