PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Fact_Source,Source,Somali
2282,Health,General,"The community outreach agenda includes distribution of long-lasting insecticidal mosquito nets to prevent malaria, free HIV testing and counselling services at public health facilities, and screening for non-communicable diseases such as diabetes and hypertension.","Ajenda ya uhamasishaji wa jamii inajumuisha usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria, huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma, na uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu.","Ajenda mar lando wach e kind oganda oriwo keto gik ma nyalo tiyo kuom kinde malach ma nyalo nego winyo mondo ogeng’ tuo mar malaria, timo pim mag HIV ma onge chudo kod chiwo paro e kuonde thieth mag oganda, kod pim mar tuoche ma ok landore kaka tuo mar sukari kod tuo mar presa.",h05+h08+h09,grounded_generated,"Ajandaha wacyigelinta bulshada waxaa ka mid ah qaybinta maro-kaneecada cayayaanka ah ee muddada dheer jirta si looga hortago duumada, baarista iyo la-talinta HIV-ga bilaashka ah ee xarumaha caafimaadka dadweynaha, iyo baaritaanka cudurrada aan la kala qaadin sida sonkorowga iyo dhiig-karka."
2283,Health,General,"The community outreach agenda includes distribution of long-lasting insecticidal mosquito nets to prevent malaria, free HIV testing and counselling services at public health facilities, and mental health support services under the national mental health action plan.","Ajenda ya uhamasishaji wa jamii inajumuisha usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria, huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma, na huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili.","Ajenda mar lando wach e kind oganda oriwo keto gik ma nyalo tiyo kuom kinde malach ma nyalo nego winyo mondo ogeng’ malaria, timo pim mag HIV ma onge chudo kod chiwo paro e kuonde thieth mag piny, kod chiwo kony mar thieth mar paro e bwo chenro mar piny mar thieth mar paro.",h05+h08+h10,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah qaybinta maro-kaneecada cayayaanka ah ee muddada dheer jirta si looga hortago duumada, baarista HIV iyo adeegyada la-talinta bilaashka ah ee xarumaha caafimaadka dadweynaha, iyo adeegyada taageerada caafimaadka dhimirka ee hoos yimaada qorshaha waxqabadka caafimaadka dhimirka ee qaranka."
2284,Health,General,"The community outreach agenda includes distribution of long-lasting insecticidal mosquito nets to prevent malaria, free HIV testing and counselling services at public health facilities, and child growth monitoring and Vitamin A supplementation during Malezi Bora week.","Ajenda ya uhamasishaji wa jamii inajumuisha usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria, huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma, na ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora.","Ajenda mar lando oganda oting'o keto yore mag geng'o suna manyalo tiyo kuom thuolo malach mar geng'o maleria, timo pim mag HIV maonge chudo kod chiwo riwo paro e kar thieth mag oganda, kod luwo dongruok mar nyithindo kod chiwo Vitamin A e juma mar Malezi Bora.",h05+h08+h11,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah qaybinta maro-kaneecada cayayaanka ah ee muddada dheer jirta si looga hortago duumada, baarista iyo la-talinta HIV-ga bilaashka ah ee xarumaha caafimaadka dadweynaha, iyo la socodka korriinka carruurta iyo kaabista Vitamin A toddobaadka Malezi Bora."
2285,Health,General,"The community outreach agenda includes distribution of long-lasting insecticidal mosquito nets to prevent malaria, free HIV testing and counselling services at public health facilities, and family planning services available free of charge at public clinics.","Ajenda ya uhamasishaji wa jamii inajumuisha usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria, huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma, na huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.","Ajenda mar lando wach e kind oganda oriwo keto gik ma nyalo tiyo kuom thuolo malach ma nyalo nego winyo mondo ogeng’ malaria, timo pim mag HIV kod chiwo paro ma nono e kuonde thieth mag piny, kod rito joot ma yudore ma onge chudo e klinik mag piny.",h05+h08+h12,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah qaybinta maro-kaneecada cayayaanka ah ee muddada dheer jirta si looga hortago duumada, baarista iyo la-talinta HIV ee bilaashka ah ee xarumaha caafimaadka dadweynaha, iyo adeegyada qorsheynta qoyska oo lacag la'aan ah oo laga helo rugaha caafimaadka dadweynaha."
2286,Health,General,"The community outreach agenda includes distribution of long-lasting insecticidal mosquito nets to prevent malaria, screening for non-communicable diseases such as diabetes and hypertension, and mental health support services under the national mental health action plan.","Ajenda ya uhamasishaji wa jamii inajumuisha usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria, uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu, na huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili.","Ajenda mar lando wach e kind oganda oriwo keto gik ma nyalo tiyo kuom kinde malach ma nyalo nego winyo mondo ogeng’ malaria, ng’iyo tuoche ma ok landore kaka tuo mar sukari kod presa ma malo, kod konyo jotuwo mag paro e bwo chenro mar piny mangima mar timo gik moko e wi tuoche mag paro.",h05+h09+h10,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah qaybinta maro-kaneecada cayayaanka ah ee muddada dheer jirta si looga hortago duumada, baaritaanka cudurrada aan la kala qaadin sida sonkorowga iyo dhiig-karka, iyo adeegyada taageerada caafimaadka dhimirka ee hoos yimaada qorshaha waxqabadka caafimaadka dhimirka ee qaranka."
2287,Health,General,"The community outreach agenda includes distribution of long-lasting insecticidal mosquito nets to prevent malaria, screening for non-communicable diseases such as diabetes and hypertension, and child growth monitoring and Vitamin A supplementation during Malezi Bora week.","Ajenda ya uhamasishaji wa jamii inajumuisha usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria, uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu, na ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora.","Ajenda mar lando oganda oting'o keto yore mag geng'o suna manyalo tiyo kuom thuolo malach mar geng'o maleria, rango tuoche ma ok nyal landore kaka tuo mar skar kod presa ma malo, kod luwo dongruok mar nyathi kod chiwo Vitamin A e juma mar Malezi Bora.",h05+h09+h11,grounded_generated,"Ajandaha wacyigelinta bulshada waxaa ka mid ah qaybinta maro-kaneecada cayayaanka ah ee muddada dheer jirta si looga hortago duumada, baaritaanka cudurrada aan la is qaadsiin karin sida sonkorowga iyo dhiig-karka, iyo la socodka korriinka carruurta iyo kaabista Vitamin A toddobaadka Malezi Bora."
2288,Health,General,"The community outreach agenda includes distribution of long-lasting insecticidal mosquito nets to prevent malaria, screening for non-communicable diseases such as diabetes and hypertension, and family planning services available free of charge at public clinics.","Ajenda ya uhamasishaji wa jamii inajumuisha usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria, uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu, na huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.","Ajenda mar lando wach e kind oganda oriwo keto gik ma nyalo tiyo kuom kinde malach ma nyalo nego winyo mondo ogeng’ tuo mar malaria, ng’iyo tuoche ma ok landore kaka tuo mar sukari kod tuo mar presa, kod tich mar loso chenro mar anyuola ma yudore maonge chudo e klinik mag sirkal.",h05+h09+h12,grounded_generated,"Ajandaha wacyigelinta bulshada waxaa ka mid ah qaybinta maro-kaneecada cayayaanka ah ee muddada dheer jirta si looga hortago duumada, baaritaanka cudurrada aan la kala qaadin sida sonkorowga iyo dhiig-karka, iyo adeegyada qorsheynta qoyska oo bilaash ah oo laga helo rugaha caafimaadka dadweynaha."
2289,Health,General,"The community outreach agenda includes distribution of long-lasting insecticidal mosquito nets to prevent malaria, mental health support services under the national mental health action plan, and child growth monitoring and Vitamin A supplementation during Malezi Bora week.","Ajenda ya uhamasishaji wa jamii inajumuisha usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria, huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili, na ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora.","Ajenda mar lando oganda oting'o keto yore mag geng'o suna manyalo tiyo kuom thuolo malach mar geng'o maleria, chiwo kony mag thieth mar paro e bwo chenro mar piny mangima mar thieth mar paro, kod luwo dongruok mar nyithindo kod chiwo Vitamin A e juma mar Malezi Bora.",h05+h10+h11,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah qaybinta maro-kaneecada cayayaanka ah ee muddada dheer jirta si looga hortago duumada, adeegyada taageerada caafimaadka dhimirka ee hoos yimaada qorshaha waxqabadka caafimaadka dhimirka ee qaranka, iyo la socodka korriinka ilmaha iyo kaabista Vitamin A toddobaadka Malezi Bora."
2290,Health,General,"The community outreach agenda includes distribution of long-lasting insecticidal mosquito nets to prevent malaria, mental health support services under the national mental health action plan, and family planning services available free of charge at public clinics.","Ajenda ya uhamasishaji wa jamii inajumuisha usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria, huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili, na huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.","Ajenda mar lando wach e kind oganda oriwo keto gik ma nyalo tiyo kuom kinde malach ma nyalo nego winyo mondo ogeng’ tuo mar malaria, konyo jotuwo mag paro e bwo chenro mar piny mar thieth mar paro, kod konyo jotuwo ma yudore maonge chudo e klinik mag sirkal.",h05+h10+h12,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah qaybinta maro-kaneecada cayayaanka ah ee muddada dheer jirta si looga hortago duumada, adeegyada taageerada caafimaadka dhimirka ee hoos yimaada qorshe hawleedka caafimaadka dhimirka ee qaranka, iyo adeegyada qorshaynta qoyska oo lacag la'aana laga helayo rugaha caafimaadka dadweynaha."
2291,Health,General,"The community outreach agenda includes distribution of long-lasting insecticidal mosquito nets to prevent malaria, child growth monitoring and Vitamin A supplementation during Malezi Bora week, and family planning services available free of charge at public clinics.","Ajenda ya uhamasishaji wa jamii inajumuisha usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria, ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora, na huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.","Ajenda mar lando oganda oting'o keto yore mag geng'o suna manyalo tiyo kuom thuolo malach mar geng'o maleria, luwo dongruok mar nyithindo kod miyogi Vitamin A e juma mar Malezi Bora, kod chenro mag loso familia mayudore nono e klinik mag sirkal.",h05+h11+h12,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah qaybinta maro-kaneecada cayayaanka ah ee muddada dheer jirta si looga hortago duumada, la socodka korriinka carruurta iyo kaabista Vitamin A inta lagu jiro usbuuca Malezi Bora, iyo adeegyada qorsheynta qoyska oo lacag la'aana laga helayo rugaha caafimaadka dadweynaha."
2292,Health,General,"The community outreach agenda includes HPV vaccination for adolescent girls to prevent cervical cancer, community health promoters (CHPs) offering household health education and referrals, and free HIV testing and counselling services at public health facilities.","Ajenda ya uhamasishaji wa jamii inajumuisha chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi, wahamasishaji wa afya ya jamii (CHP) wanaotoa elimu ya afya na rufaa nyumbani, na huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma.","Ajenda mar lando wach e kind oganda oriwo keto chanjo mar HPV ne nyiri ma pod tin mondo kik oyud tuwo mar kansa mar ng’ut dhako, jogo ma rito thieth mar oganda (CHPs) ma chiwo somo mar thieth e ot kendo orogi, kod chiwo pim mag HIV ma nono kod chiwo paro e kuonde thieth mag oganda.",h06+h07+h08,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah tallaalka HPV ee gabdhaha qaan-gaarka ah si looga hortago kansarka ilmo-galeenka, dhiirrigeliyaasha caafimaadka bulshada (CHPs) oo bixiya waxbarashada caafimaadka qoyska iyo gudbinta, iyo baarista HIV iyo adeegyada la-talinta bilaashka ah ee xarumaha caafimaadka dadweynaha."
2293,Health,General,"The community outreach agenda includes HPV vaccination for adolescent girls to prevent cervical cancer, community health promoters (CHPs) offering household health education and referrals, and screening for non-communicable diseases such as diabetes and hypertension.","Ajenda ya uhamasishaji wa jamii inajumuisha chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi, wahamasishaji wa afya ya jamii (CHP) wanaotoa elimu ya afya na rufaa nyumbani, na uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu.","Ajenda mar lando wach e kind oganda oriwo keto chanjo mar HPV ne nyiri ma pod tin mondo kik oyud tuwo mar kansa mar ng’ut dhako, jogo ma rito thieth mar oganda (CHPs) ma chiwo somo mar thieth e ot kendo orogi e kar thieth, kod ng’iyo tuoche ma ok nyal landore kaka tuo mar sukari kod tuo mar presa.",h06+h07+h09,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah tallaalka HPV ee gabdhaha qaan-gaarka ah si looga hortago kansarka ilmo-galeenka, dhiirrigeliyaasha caafimaadka bulshada (CHPs) oo bixiya waxbarashada caafimaadka qoyska iyo gudbinta, iyo baaritaanka cudurrada aan la is qaadsiin karin sida sonkorowga iyo dhiig-karka."
2294,Health,General,"The community outreach agenda includes HPV vaccination for adolescent girls to prevent cervical cancer, community health promoters (CHPs) offering household health education and referrals, and mental health support services under the national mental health action plan.","Ajenda ya uhamasishaji wa jamii inajumuisha chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi, wahamasishaji wa afya ya jamii (CHP) wanaotoa elimu ya afya na rufaa nyumbani, na huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili.","Ajenda mar lando wach e kind oganda oriwo keto chanjo mar HPV ne nyiri ma pod tin mondo ogeng’ tuwo mar kansa mar ng’ut dhako, jogo ma rito thieth mar oganda (CHPs) ma chiwo somo mar thieth mar ot kendo ma orogi, kod tich mar konyo thieth mar paro e bwo chenro mar thieth mar paro mar piny.",h06+h07+h10,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah tallaalka HPV ee gabdhaha qaan-gaarka ah si looga hortago kansarka ilmo-galeenka, dhiirrigeliyaasha caafimaadka bulshada (CHPs) oo bixiya waxbarashada caafimaadka qoyska iyo gudbinta, iyo adeegyada taageerada caafimaadka dhimirka ee hoos yimaada qorshaha waxqabadka caafimaadka dhimirka ee qaranka."
2295,Health,General,"The community outreach agenda includes HPV vaccination for adolescent girls to prevent cervical cancer, community health promoters (CHPs) offering household health education and referrals, and child growth monitoring and Vitamin A supplementation during Malezi Bora week.","Ajenda ya uhamasishaji wa jamii inajumuisha chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi, wahamasishaji wa afya ya jamii (CHP) wanaotoa elimu ya afya na rufaa nyumbani, na ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora.","Ajenda mar lando oganda oriwo chiwo chanjo mar HPV ne nyiri ma pod tin mondo ogeng’ tuwo mar kansa mar ng’ut dhako, jogo ma rito thieth mar oganda (CHPs) ma chiwo somo mar thieth mar ot kod orogi, kod luwo dongruok mar nyithindo kod chiwo Vitamin A e kinde juma mar Malezi Bora.",h06+h07+h11,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah tallaalka HPV ee gabdhaha qaan-gaarka ah si looga hortago kansarka ilmo-galeenka, dhiirrigeliyaasha caafimaadka bulshada (CHPs) oo bixiya waxbarashada caafimaadka qoyska iyo gudbinta, iyo la socodka korriinka carruurta iyo kaabista Vitamin A toddobaadka Malezi Bora."
2296,Health,General,"The community outreach agenda includes HPV vaccination for adolescent girls to prevent cervical cancer, community health promoters (CHPs) offering household health education and referrals, and family planning services available free of charge at public clinics.","Ajenda ya uhamasishaji wa jamii inajumuisha chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi, wahamasishaji wa afya ya jamii (CHP) wanaotoa elimu ya afya na rufaa nyumbani, na huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.","Ajenda mar lando wach e kind oganda oriwo keto chanjo mar HPV ne nyiri ma pod tin mondo kik oyud tuwo mar kansa mar ng’ut dhako, jogo ma rito thieth mar oganda (CHPs) ma chiwo somo mar thieth mar ot kendo orogi, kod tich mar loso chenro mar anyuola ma yudore maonge chudo e klinik mag sirkal.",h06+h07+h12,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah tallaalka HPV ee gabdhaha qaan-gaarka ah si looga hortago kansarka ilmo-galeenka, dhiirrigeliyaasha caafimaadka bulshada (CHPs) oo bixiya waxbarashada caafimaadka qoyska iyo gudbinta, iyo adeegyada qorsheynta qoyska oo lacag la'aana laga helayo rugaha caafimaadka dadweynaha."
2297,Health,General,"The community outreach agenda includes HPV vaccination for adolescent girls to prevent cervical cancer, free HIV testing and counselling services at public health facilities, and screening for non-communicable diseases such as diabetes and hypertension.","Ajenda ya uhamasishaji wa jamii inajumuisha chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi, huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma, na uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu.","Ajenda mar lando wach e kind oganda oriwo keto chanjo mar HPV ne nyiri ma pod tin mondo kik oyud tuwo mar kansa mar ng’ut dhako, timo pim mar HIV ma nono kod chiwo paro e kuonde thieth mag piny, kod pim mar tuoche ma ok nyal landore kaka tuo mar sukari kod tuo mar presa.",h06+h08+h09,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah tallaalka HPV ee gabdhaha qaan-gaarka ah si looga hortago kansarka ilmo-galeenka, baarista HIV iyo la-talinta bilaashka ah ee xarumaha caafimaadka dadweynaha, iyo baaritaanka cudurrada aan la kala qaadin sida sonkorowga iyo dhiig-karka."
2298,Health,General,"The community outreach agenda includes HPV vaccination for adolescent girls to prevent cervical cancer, free HIV testing and counselling services at public health facilities, and mental health support services under the national mental health action plan.","Ajenda ya uhamasishaji wa jamii inajumuisha chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi, huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma, na huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili.","Ajenda mar lando wach e kind oganda oriwo keto chanjo mar HPV ne nyiri ma pod tin mondo kik giyud tuwo mar kansa mar ng’ut dhako, timo pim mag HIV ma nono kod chiwo paro e kuonde thieth mag piny, kod chiwo kony mar thieth mar paro e bwo chenro mar piny mar thieth mar paro.",h06+h08+h10,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah tallaalka HPV ee gabdhaha qaan-gaarka ah si looga hortago kansarka ilmo-galeenka, baarista HIV iyo la-talinta bilaashka ah ee xarumaha caafimaadka dadweynaha, iyo adeegyada taageerada caafimaadka dhimirka ee hoos yimaada qorshaha waxqabadka caafimaadka dhimirka ee qaranka."
2299,Health,General,"The community outreach agenda includes HPV vaccination for adolescent girls to prevent cervical cancer, free HIV testing and counselling services at public health facilities, and child growth monitoring and Vitamin A supplementation during Malezi Bora week.","Ajenda ya uhamasishaji wa jamii inajumuisha chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi, huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma, na ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora.","Ajenda mar lando oganda oriwo chiwo chanjo mar HPV ne nyiri ma rowere mondo kik giyud tuwo mar kansa mar ng’ut dhako, timo pim mag HIV ma nono kod chiwo paro e kuonde thieth mag oganda, kod luwo dongruok mar nyithindo kod chiwo Vitamin A e kinde juma mar Malezi Bora.",h06+h08+h11,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah tallaalka HPV ee gabdhaha qaan-gaarka ah si looga hortago kansarka ilmo-galeenka, baarista HIV-ga bilaashka ah iyo adeegyada la-talinta ee xarumaha caafimaadka dadweynaha, iyo la socodka korriinka carruurta iyo kaabista Vitamin A toddobaadka Malezi Bora."
2300,Health,General,"The community outreach agenda includes HPV vaccination for adolescent girls to prevent cervical cancer, free HIV testing and counselling services at public health facilities, and family planning services available free of charge at public clinics.","Ajenda ya uhamasishaji wa jamii inajumuisha chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi, huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma, na huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.","Ajenda mar lando wach e kind oganda oriwo keto chanjo mar HPV ne nyiri ma pod tin mondo kik oyud tuwo mar kansa mar ng’ut dhako, timo pim mar HIV ma nono kod chiwo paro e kar thieth mag piny, kod rito joot ma yudore ma onge chudo e klinik mag piny.",h06+h08+h12,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah tallaalka HPV ee gabdhaha qaan-gaarka ah si looga hortago kansarka ilmo-galeenka, baarista HIV-ga bilaashka ah iyo adeegyada la-talinta ee xarumaha caafimaadka dadweynaha, iyo adeegyada qorsheynta qoyska oo lacag la'aana laga helayo rugaha caafimaadka dadweynaha."
2301,Health,General,"The community outreach agenda includes HPV vaccination for adolescent girls to prevent cervical cancer, screening for non-communicable diseases such as diabetes and hypertension, and mental health support services under the national mental health action plan.","Ajenda ya uhamasishaji wa jamii inajumuisha chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi, uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu, na huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili.","Ajenda mar lando wach e kind oganda oriwo keto chanjo mar HPV ne nyiri ma pod tin mondo kik oyud tuwo mar kansa mar ng’ut dhako, ng’iyo tuoche ma ok nyal landore kaka tuo mar sukari kod presa ma malo, kod tich mar konyo jotuwo mag paro e bwo chenro mar piny mangima mar timo gik moko e wi thieth mar paro.",h06+h09+h10,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah tallaalka HPV ee gabdhaha qaan-gaarka ah si looga hortago kansarka ilmo-galeenka, baaritaanka cudurrada aan la kala qaadin sida sonkorowga iyo dhiig-karka, iyo adeegyada taageerada caafimaadka dhimirka ee hoos yimaada qorshaha waxqabadka caafimaadka dhimirka ee qaranka."
2302,Health,General,"The community outreach agenda includes HPV vaccination for adolescent girls to prevent cervical cancer, screening for non-communicable diseases such as diabetes and hypertension, and child growth monitoring and Vitamin A supplementation during Malezi Bora week.","Ajenda ya uhamasishaji wa jamii inajumuisha chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi, uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu, na ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora.","Ajenda mar lando oganda oriwo chiwo chanjo mar HPV ne nyiri ma pod tin mondo ogeng’ tuo mar kansa mar ng’ut dhako, pim tuoche ma ok landore kaka tuo mar sukari kod presa ma malo, kod luwo dongruok mar nyathi kod chiwo Vitamin A e kinde juma mar Malezi Bora.",h06+h09+h11,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah tallaalka HPV ee gabdhaha qaan-gaarka ah si looga hortago kansarka ilmo-galeenka, baaritaanka cudurrada aan la kala qaadin sida sonkorowga iyo dhiig-karka, iyo la socodka korriinka carruurta iyo kaabista Vitamin A toddobaadka Malezi Bora."
2303,Health,General,"The community outreach agenda includes HPV vaccination for adolescent girls to prevent cervical cancer, screening for non-communicable diseases such as diabetes and hypertension, and family planning services available free of charge at public clinics.","Ajenda ya uhamasishaji wa jamii inajumuisha chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi, uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu, na huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.","Ajenda mar lando wach e kind oganda oriwo keto chanjo mar HPV ne nyiri ma pod tin mondo kik oyud tuwo mar kansa mar ng’ut dhako, ng’iyo tuoche ma ok nyal landore kaka tuo mar sukari kod tuo mar presa, kod tich mar keto chenro mar anyuola ma yudore maonge chudo e klinik mag sirkal.",h06+h09+h12,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah tallaalka HPV ee gabdhaha qaan-gaarka ah si looga hortago kansarka ilmo-galeenka, baarista cudurrada aan la kala qaadin sida sonkorowga iyo dhiig-karka, iyo adeegyada qorsheynta qoyska oo lacag la'aan ah oo laga helo rugaha caafimaadka dadweynaha."
2304,Health,General,"The community outreach agenda includes HPV vaccination for adolescent girls to prevent cervical cancer, mental health support services under the national mental health action plan, and child growth monitoring and Vitamin A supplementation during Malezi Bora week.","Ajenda ya uhamasishaji wa jamii inajumuisha chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi, huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili, na ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora.","Ajenda mar lando wach e kind oganda oriwo chiwo chanjo mar HPV ne nyiri ma pod tin mondo kik oyud tuwo mar kansa mar ng’ut dhako, chiwo kony mar thieth mar paro e bwo chenro mar piny mangima mar thieth mar paro, kod ng’iyo dongruok mar nyathi kod chiwo Vitamin A e kinde juma mar Malezi Bora.",h06+h10+h11,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah tallaalka HPV ee gabdhaha qaan-gaarka ah si looga hortago kansarka ilmo-galeenka, adeegyada taageerada caafimaadka dhimirka ee hoos yimaada qorshaha waxqabadka caafimaadka dhimirka ee qaranka, iyo la socodka korriinka carruurta iyo kaabista Vitamin A inta lagu jiro toddobaadka Malezi Bora."
2305,Health,General,"The community outreach agenda includes HPV vaccination for adolescent girls to prevent cervical cancer, mental health support services under the national mental health action plan, and family planning services available free of charge at public clinics.","Ajenda ya uhamasishaji wa jamii inajumuisha chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi, huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili, na huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.","Ajenda mar lando wach e kind oganda oriwo keto chanjo mar HPV ne nyiri ma pod tin mondo kik giyud tuwo mar kansa mar ng’ut dhako, tich mar konyo jogo ma nigi tuwo mar paro e bwo chenro mar pinyno mar timo gik moko e wi thieth mar paro, kod tich mar keto chenro mar anyuola ma yudore maonge chudo e klinik mag sirkal.",h06+h10+h12,grounded_generated,"Ajendaha wacyigelinta bulshada waxaa ka mid ah tallaalka HPV ee gabdhaha qaan-gaarka ah si looga hortago kansarka ilmo-galeenka, adeegyada taageerada caafimaadka dhimirka ee hoos yimaada qorshaha waxqabadka caafimaadka dhimirka ee qaranka, iyo adeegyada qorsheynta qoyska oo lacag la'aana laga helayo rugaha caafimaadka dadweynaha."
