PSA_Id,Domain,Class,English,Kiswahili,Dholuo
PSA0210,Civic Education,General,"Declaration of Persons Elected as MNA for Matungu and Kabuchai Constituencies and MCA for Huruma Ward, Hells Gate Ward, London Ward, Kiamokama Ward and Kitise/Kithuki Ward During the By-Elections held on 4th March, 2021",,
PSA0211,Civic Education,General,"Tallying Centres for The Member of Senate, Machakos County By-Election",,
PSA0212,Civic Education,General,"By-Elections for Member of the Senate, Garissa County, Members of the National Ssembly, Bonchari and Juja Constituencies and Member of Rurii Ward, Nyandarua County Assembly Scheduled to be held on 18th May, 2021",,
PSA0213,Civic Education,General,"Nominated Candidates & Tallying Centres for the 4th March, 2021 By-elections",,
PSA0214,Civic Education,Voting,"Nominated Candidates, Tallying Centres and Voter Polling Stations for the Member of Parliament for Machakos Senate By-Election",,
PSA0215,Civic Education,General,"Gazette Notice No:238 -Notice of By-Election for Member of the Senate ,Machakos County Scheduled to be Held on 23rd March, 2021",,
PSA0216,Civic Education,General,"Gazette Notice No.:10914 - Notice of By-Election for County Governor, Nairobi City County Scheduled to be Held on 18th February, 2021",,
PSA0217,Civic Education,General,"Parliamentary By-Election for Member of the National Assembly, Kabuchai Constituency Scheduled to be Held On 4th March, 2021",,
PSA0218,Civic Education,General,Appointment of Returning and Deputy Returning Officers for purposes of the by–elections,,
PSA0219,Civic Education,General,10689 - Matungu Constituency and MCA By-elections Scheduled 4th March 2021,,
PSA0220,Civic Education,General,"By-Elections for Member of the National Assembly for Matungu Constituency and Members Of County Assembly for Huruma Ward in Uasin Gishu County, Hell’s Gate Ward in Nakuru County, London Ward in Nakuru County, Kiamokama Ward in Kisii County and Kitise/Kithuku Ward in Makueni County Scheduled To Be Held on 4th March, 2021",,
PSA0221,Civic Education,Voting,"Gazette Notice - Voter Polling Stations for the By-Elections Scheduled to be held on 15th December, 2020",,
PSA0222,Civic Education,General,"Gazette Notice - Names and Symbols for Independent Candidates - Corrigenda to the Schedule, Tallying Centres for the By-Elections and Nominated Candidates for the By-Elections Scheduled to be Held on 15th December, 2020",,
PSA0223,Civic Education,General,"Gazette Notice Publishing Party Primary Aspirants and Independent Candidates for the 15 December, 2020 By-elections",,
PSA0224,Civic Education,General,"Gazette Notice- Returning Officers and Addendum to the 15th December, 2020 By-Elections",,
PSA0225,Civic Education,General,"Gazette Notice Publishing Date for Upcoming By-Elections and Certification of the Register as at 31st December, 2019",,
PSA0226,Civic Education,General,"914- Corrigenda Nominated Members to the county Assembly of Taita Taveta, Gazette Notice No.",,
PSA0227,Civic Education,General,"915- By- Election for Dabaso County Assembly Ward Member- Kilifi County - 29th April, 2020, Gazette Notice No.",,
PSA0228,Civic Education,General,"916- Re-allocation of special seats Nominated members Nyandarua, Kilifi and Homabay, Gazette Notice No.",,
PSA0229,Civic Education,General,"917- Appointment Returning Officers for the by-election in Dabaso – 29th April, 2020",,
PSA0230,Civic Education,General,Appointment of RO and DRO for the purpose of the by-election for Batalu CAW,,
PSA0231,Civic Education,Voting,"Voter Polling Stations for the Member of National Assembly Kibra Constituency, by-Election scheduled to be held on 7th November, 2019",,
PSA0232,Civic Education,Voting,"Gazette Notices: Certifying that the revision of the register of voters has been completed for purposes of the by-election for Kibra constituency scheduled to be held on 7th November, 2019",,
PSA0233,Civic Education,General,"Gazette Notice for Batalu CAW By-election, Nominated Candidates for the Kibra MNA By-election and Tallying Centre for Kibra MNA By-election",,
PSA0234,Civic Education,General,"Gazette Vol CXXI-No-122 Corrigenda-Nominated Candidates for the By-Elections Scheduled to be held on 17th October, 2019",,
PSA0235,Civic Education,General,"Appointment of Returning and Deputy Returning Officers for purposes of the by-election for Member of the National Assembly for Kibra Constituency scheduled to be held on 7th November, 2019",,
PSA0236,Civic Education,General,"Names and symbols of independent candidates to participate in the by-elections for county assembly members for Abakaile (Garissa County), Loiyangalani (Marsabit County), Ganda (Kilifi County) and Mutonguni (Kitui County) county assemblies respectively scheduled to be held on 17th october, 2019",,
PSA0237,Civic Education,General,"Notice of by-election for Member of the National Assembly for Kibra Constituency scheduled to be held on 7th November, 2019",,
PSA0238,Civic Education,General,"Gazette Notice for Abakaile (Garissa County), Loiyangalani (Marsabit County), Ganda (Kilifi County) and Mutonguni (Kitui County) By-election to be held on 17th October, 2019",,
PSA0239,Civic Education,General,Notice of by-election for Member of National Assembly for Wajir West Constituency scheduled to be held April 25th 2019.,,
PSA0240,Civic Education,General,"Notice of By-Elections for Members of the National Assembly for Embakasi South and Ugenya Constituencies and County Assembly Ward Member for Lelan Ward, Elegeyo Marak Wet County Assembly Scheduled To Be Held On 5th April, 2019",,
PSA0241,Civic Education,General,"List of Nomination Candidates Baringo South, North Kadem and Bobasi By-elections",,
PSA0242,Civic Education,General,Gazette Notice - Notice of Parliamentary By-Election for Member of National Assembly - Kitui West Constituency scheduled to be held on 26th March 2018,,
PSA0243,Civic Education,General,"Notice of General Election for Presidential, Parliamentary, County Governor and County Assemblies",,
PSA0244,Civic Education,Voting,"26–27–2–2017 Special IEBC Suspension of Voter Registration, Centers for Prisons Diaspora, ROs, AROs for Prisons and Diaspora",,
PSA0245,Civic Education,General,"Erastus Edung Ethekon, HSC The Chairperson of the Independent Electoral and Boundaries Commission (IEBC) On Election Management and Preparedness for the 2027 General Election",,
PSA0246,Civic Education,General,The Inaugural Speech of the IEBC Chairperson during the Swearing-In Ceremony of IEBC Chairperson and Members of the Commission held on 11th July 2025 at the Supreme Court of Kenya,,
PSA0247,Civic Education,General,Chairman’s Remarks during the Launch of the 2022 Post Election Evaluation Report held at the Safari Park Hotel on Monday 16th January 2023,,
PSA0248,Civic Education,General,"Daniel Mbolu Musvoka, a Senior Election Officer and Constituency Returning Officer of the IEBC which occurred around 15th August 2022",,
PSA0249,Civic Education,General,"Speech by the Chief Justice and President of the Supreme Court of Kenya During the National Elections Conference 2022, Kicc, 11th July 2022",,
PSA0250,Civic Education,General,"Chairman’s Keynote Address during the National Election Conference 2022, held on the 11th And 12th July 2022 at the Kenyatta National Conference Centre",,
PSA0251,Civic Education,General,Chairman’s Remarks on Election Preparedness at Bomas of Kenya on May 30th 2022,,
PSA0252,Civic Education,General,"Presentation during National Conference on the state of Electoral Preparedness for the 2022 General Elections (GE) in Kenya- Forum Organised By ELOG From 16th -17 Dec.,2021 - Bomas Of Kenya",,
PSA0253,Civic Education,Voting,Wafula Chebukati during the Official National Launch of the Enhanced Continuous Voter Registration Exercise held at Nakuru Athletic Club on Monday October 4th 2021,,
PSA0254,Civic Education,General,During the Launch of the Post-Election Evaluation Report on the 12th of February 2019 at the KICC,,
PSA0255,Civic Education,General,"During the Launch of the Post-Election Evaluation Report on Tuesday, 12th February 2019 at the KICC",,
PSA0256,Civic Education,General,IEBC Chairman Remarks during the Development Partners Post Election Evaluation Forum,,
PSA0257,Civic Education,General,CHAIRMAN'S TALKING POINTS IN RESPECT OF THE DECLARATION OF THE FRESH PRESIDENTIAL ELECTION RESULTS,,
PSA0258,Civic Education,General,"Remarks by the Chairman IEBC during the Launch of Election Reporting Guidelines for Journalists on Tuesday, 7th March 2017 at Intercontinental Hotel",,
PSA0259,Civic Education,General,I am greatly humbled today as I accept the position of the Chairperson of the Independent Electoral and Boundaries Commission (IEBC).,,
PSA0260,Civic Education,General,"This acceptance is tempered with gratitude and humility because it is indeed an honour and privilege to be vetted, nominated and appointed to lead this great institution.",,
PSA0261,Civic Education,General,Pre-Election Dispute Report for 2022 General Election,,
PSA0262,Civic Education,General,"List of unsuccessful bidders for Tender No.lEBC/REG/01/2021-2022 for Registration of Suppliers for Provision of Goods, Services and Works for the period ending June 30th 2024",,
PSA0263,Civic Education,General,"Post Election Evaluation Report for the 9th August, 2022 General Election",,
PSA0264,Civic Education,General,Political Parties Certified as Compliant by the Commission for the 2022 General Elections Pursuant to Section 27 of the Elections Act,,
PSA0265,Civic Education,General,Analysis and Recommendation by IEBC on the Building Bridges to Unity Advisory Taskforce (BBI) Report,,
PSA0266,Civic Education,General,"Post Election Evaluation Report for the 8th, August 2017 General Election and 26th, October, 2017 Fresh Presidential Elections",,
PSA0267,Civic Education,General,Accreditation of Observers for the Migori County and Central Sakwa County Assembly Ward By-elections,,
PSA0268,Civic Education,General,"The Independent Electoral and Boundaries Commission (IEBC), is in the process of accrediting short-term observers for the Migori County Senatorial and Central Sakwa Ward (Siaya County) By-elections to be held on 8th October, 2018.",,
PSA0269,Civic Education,General,KIEMS Report Logs by Polling Station for 26th October 2017 - FPE,,
PSA0270,Civic Education,General,Status Updates on Election Preparednesss June 9th - IEBC Chairman Statement,,
PSA0271,Civic Education,General,"General Election under the Constitution of Kenya, 2010 on 4th March 2013.",,
PSA0272,Disability,General,"While Kenya has made remarkable progress in reducing new HIV infections and AIDS-related deaths, we must remain focused on the populations we are leaving behind.",,
PSA0273,Disability,Child Protection,"Progress is not success until every child, every adolescent, every young person and every vulnerable Kenyan has access to the services they need.""",,
PSA0274,Disability,General,"""The resilience demonstrated by counties during the funding disruptions proved that Kenya's HIV response is not built on donor support alone, it is anchored in committed healthcare workers, empowered communities, and strong county leadership.",,
PSA0275,Disability,General,"""The launch of the 47 County Syndemic Operational Plans marks a defining moment in Kenya's health journey.",,
PSA0276,Disability,General,"These plans move us from commitment to action and place counties firmly at the centre of ending AIDS and other syndemic diseases as public health threats by 2030.""",,
PSA0277,Disability,General,Health Committee Explores Sustainable Solutions for Kenya’s HIV and Syndemic Disease Response,,
PSA0278,Disability,General,"The National Syndemic Diseases Control Council (NSDCC) is a State Corporation established under Section 3 of the State Corporations Act, Cap 446, through the National AIDS Control Council Order, 1999 as amended by legal notice number 143 of 2022.",,
PSA0279,Disability,Malaria,"The Council is mandated to manage the following syndemic diseases; HIV, sexually transmitted infections, malaria, leprosy, tuberculosis and lung disease.",,
PSA0280,Disability,General,> Health Committee Explores Sustainable Solutions for Kenya’s HIV and Syndemic Disease Response,,
PSA0281,Disability,General,The National Assembly Departmental Committee on Health chaired by Hon.,,
PSA0282,Disability,General,"The National Syndemic Diseases Control Council (NSDCC), in collaboration with [...]",,
PSA0283,Disability,General,"As part of ongoing efforts to address new HIV infections, [...]",,
PSA0284,Disability,General,"The National Syndemic Diseases Control Council (NSDCC) Board, led by [...]",,
PSA0285,Disability,General,The National Syndemic Diseases Control Council (NSDCC) joined other public [...],,
PSA0286,Disability,General,The National Syndemic Diseases Control Council (NSDCC) Board of [...],,
PSA0287,Disability,General,The role of journalism in advancing Kenya's response to [...],,
PSA0288,Disability,General,The National Syndemic Diseases Control Council (NSDCC) joined Nyeri Town [...],,
PSA0289,Disability,General,"Media plays a crucial role in shaping positive health outcomes, contributing significantly to Kenya’s success in combating HIV and AIDS.",,
PSA0290,Disability,General,Strategic and continuous media engagement has driven structured conversations on these critical issues.,,
PSA0291,Disability,General,"Interactive forums, featuring diverse panels of experts, are moderated to address audience questions.",,
PSA0292,Disability,COVID-19,"This comprehensive approach aims to maximize outreach, fostering ongoing discussions on HIV prevention, and treatment, as well as addressing issues like sexual and gender-based violence, teen pregnancies, and COVID-19.",,
PSA0293,Disability,General,Engaging boys and men in the HIV response and promoting gender equality in Kenya is crucial for sustainable health outcomes and addressing gender disparities.,,
PSA0294,Disability,Gender-Based Violence,"End New HIV infections, Adolescents Pregnancies and Sexual and Gender-Based Violence",,
PSA0295,Disability,General,"G-Jali is a comprehensive digital platform aimed at addressing the critical issues of HIV, Sexual and Reproductive Health (SRH), and other emerging health concerns among adolescents and young people in Kenya.",,
PSA0296,Disability,General,Health Committee Explores Sustainable Solutions for Kenya’s HIV and Syndemic Disease Response – National Syndemic Diseases Control Council,,
PSA0297,Disability,General,"(Dr.) James Nyikal, MP, visited the National Syndemic Diseases Control Council (NSDCC) for a briefing on Kenya’s coordinated response to HIV and other syndemic diseases.",,
PSA0298,Disability,General,"Ahmed Ibrahim, Board Member Tom Okundi, Chief Executive Officer Douglas O.",,
PSA0299,Disability,General,"Further, the Members of Parliament reviewed progress in the national response and discussed strategies for strengthening domestic resource mobilization, integrating HIV, tuberculosis, viral hepatitis, mental health, substance use disorders and non-communicable diseases, and advancing the legislative, policy and budgetary measures needed to sustain the response amid declining external funding.",,
PSA0300,Disability,General,The engagement reaffirmed the critical role of parliamentary oversight and collaboration in sustaining the gains made in Kenya’s HIV response and accelerating progress towards ending HIV and other syndemic diseases as public health threats by 2030.,,
PSA0301,Drug Abuse Prevention,Drug Abuse,Loving a Drug User or Alcoholic.,,
PSA0302,Drug Abuse Prevention,Drug Abuse,For a Nation free from Alcohol and Drug abuse.,,
PSA0303,Drug Abuse Prevention,Drug Abuse,Launch of the Wastewater Analysis to Assess Emerging New Psychoactive Substances and Illicit Drug Use in Kenya,,
PSA0304,Drug Abuse Prevention,General,Call to Apply for Universal Prevention Curriculum Core Course,,
PSA0305,Drug Abuse Prevention,Drug Abuse,Launch of the 2026 National Senior School Essay Writing Competition on Alcohol and Drug Use Prevention,,
PSA0306,Drug Abuse Prevention,Drug Abuse,Uasin-Gishu County Government Alcohol And Drugs Treatment And Rehabilitation Centre,,
PSA0307,Drug Abuse Prevention,General,"Stephen Mairori, EBS, NACADA Board Chair at the Launch of the Wastewater Analysis report",,
PSA0308,Drug Abuse Prevention,Drug Abuse,News & Events | NACADA -National Authority for the Campaign Against Alcohol and Drug Abuse,,
PSA0309,Drug Abuse Prevention,Drug Abuse,NACADA launched a report on Wastewater Analysis to Assess Emerging New Psychoactive Substances and Illicit Drug Use i,,
PSA0310,Drug Abuse Prevention,Drug Abuse,The National Authority for the Campaign against Alcohol and Drug Abuse (NACADA) is organizing an essay competition fo,,
PSA0311,Drug Abuse Prevention,Drug Abuse,The National Substance use Prevention Week (NPW) annual Prevention summit is the nation’s leading drug demand reducti,,
PSA0312,Drug Abuse Prevention,Drug Abuse,National Authority for the Campaign Against Alcohol and Drug Abuse (NACADA) invites eligible and interested,,
PSA0313,Drug Abuse Prevention,Drug Abuse,Publications | NACADA -National Authority for the Campaign Against Alcohol and Drug Abuse,,
PSA0314,Drug Abuse Prevention,Drug Abuse,"National Policy for the Prevention, Management & Control of Alcohol, Drugs & Substance Abuse.",,
PSA0315,Drug Abuse Prevention,Drug Abuse,Digital Deception: When Social Media Becomes a Drug Pipeline | NACADA -National Authority for the Campaign Against Alcohol and Drug Abuse,,
PSA0316,Disaster Management,General,"Severe drought continues to affect Kenya’s Arid and Semi-Arid Lands (ASAL), leaving more than 2.12 million people facing acute food insecurity.",,
PSA0317,Disaster Management,Child Protection,"Malnutrition rates are rising, particularly among children under five and pregnant and lactating women.",,
PSA0318,Disaster Management,Flood Safety,"Flooding across Kenya continues to take a devastating toll, Kenya Red Cross Society is tracking the impacts of flooding across 39 counties as of May 2026.",,
PSA0319,Disaster Management,General,Response teams have been mobilized on the ground to reach the most affected communities.,,
PSA0320,Disaster Management,General,Over 26 million early warning SMS alerts have been dispatched to at-risk communities across the country.,,
PSA0321,Disaster Management,General,"Currently, over 60,000 households have been affected across the country and more than 12,700 have been displaced.",,
PSA0322,Disaster Management,General,"The department provides immediate relief to affected populations to save lives, protect livelihoods, and strengthen recovery from disasters and crises",,
PSA0323,Disaster Management,General,"The health department embraces the integration approach to ensure affordable, accessible and equitable community-based health care.",,
PSA0324,Disaster Management,General,"Organizational Development focuses on the capacity of KRCS to adequetely perform its mandate, this includes branches and volunteers.",,
PSA0325,Disaster Management,General,Kenya Red Cross has special programmes that cater for special needs of vunerable communities accross the country.,,
PSA0326,Disaster Management,General,A member is one who has duly paid the stipulated KRCS membership fees.,,
PSA0327,Disaster Management,Flood Safety,How Tana River Communities Take Action: Preparing Early for Droughts and Floods,,
PSA0328,Disaster Management,General,We are auxiliary to the National and County Governments and work to alleviate human suffering and preserve life and human dignity.,,
PSA0329,Disaster Management,General,"The Health and Social Services (HSS) department embraces the integration approach to ensure affordable, accessible and equitable community-based health care.",,
PSA0330,Disaster Management,General,"The interventions are anchored to the KCRS 2016-2020 strategic plan, the National Health Sector Strategy III, Vision 2030(the social pillar) and Sustainable Development Goals.",,
PSA0331,Disaster Management,General,"The Health, Nutrition, and Social Services (HSS) Department Focuses on primary health…",,
PSA0332,Disaster Management,General,"The Health, Nutrition, and Social Services (HSS) Department Focuses on primary health care; the most efficient and cost-effective way to achieve universal health coverage through a gender-responsive, protective, and inclusive lens.",,
PSA0333,Disaster Management,General,Primary Health Care for Refugees and Host communities; running health facilities for primary health care services with minimal secondary services in Kalobeyei (part of larger Kakuma) and IFO (Dadaab).,,
PSA0334,Disaster Management,General,The society has been a champion of One Health and supported capacity at the community level but also enhanced collaboration with counties monitored through a community-based health information system (CBHIS).,,
PSA0335,Disaster Management,Cholera,"Within the organisation's national preparedness plan, KRCS has effectively responded to human and animal disease outbreaks including Cholera, Rift Valley Fever, Yellow Fever, and Kala-azar (Leishmaniasis).",,
PSA0336,Disaster Management,General,We understand the importance of approaching each work integrally and believe in the power of simple..,,
PSA0337,Disaster Management,General,"Increase social reach and productivity with our App Directory, a collection of famous applications.",,
PSA0338,Disaster Management,General,"Don’t worry about any thing, our security experts will install your new system, activate it.",,
PSA0339,Disaster Management,General,Rounding up a bunch of specific designs & talking about the merits of each is perfect way.,,
PSA0340,Disaster Management,General,Helping families live intelligently means we’re always working to bring our customers the latest technology.,,
PSA0341,Disaster Management,COVID-19,Annual Report 2020 – Responding to the Covid -19 Pandemic,,
PSA0342,Health,Cholera,Disease outbreak - Cholera - Kenya - 11 December 2017,,
PSA0343,Health,Cholera,Disease outbreak - Cholera - Kenya - 21 July 2017,,
PSA0344,Health,General,WHO and Kenya hand over theatre beds and cancer equipment to strengthen maternal and women's health services,,
PSA0345,Health,General,WHO and Kenya hand over theatre beds and cancer equipment to strengthen maternal and women's health...,,
PSA0346,Health,General,Mobile health services in Kenya reduce the risk of stillbirths,,
PSA0347,Health,General,Kenya is a lower-middle-income country with an estimated population of over 54 million people.,,
PSA0348,Health,General,"The country operates a devolved health system across 47 counties, with the national government responsible for health policy and county governments managing service delivery.",,
PSA0349,Health,General,"Kenya has made significant strides in improving health outcomes over the past two decades, though substantial challenges remain in achieving Universal Health Coverage (UHC) and addressing persistent health inequities between regions and populations.",,
PSA0350,Health,General,"WHO Kenya works through three strategic clusters; (1) Health Promotion, Disease Prevention and Control, (2) Health Emergencies, and (3) Health Systems and Services, to support the Government of Kenya in building resilient health systems and advancing toward UHC.",,
PSA0351,Health,Road Safety,Kenya broadens sexual and reproductive health services for hard-to-reach communities,,
PSA0352,Health,General,WHO and Kenya hand over theatre beds and cancer equipment to strengthen maternal and...,,
PSA0353,Health,General,"Kenya's Ministry of Health and the World Health Organization (WHO) handed over 108 electric obstetric theatre beds and a package of women's cancer screening and management equipment at Kenyatta National Hospital on 9 June 2026, in a move intended to strengthen the country's capacity to manage obstetric emergencies and expand access to cervical and breast cancer services.",,
PSA0354,Health,General,"In Lolmolong village, in Samburu County in northern Kenya, Neshoo Leaungokiok laboured through the night, far from the nearest health facility.",,
PSA0355,Health,Child Protection,"In this remote part of Kenya, long distances, difficult terrain and insecurity continue to limit access to skilled care during childbirth, placing mothers and newborns at significant risk.",,
PSA0356,Health,General,"In the farmlands of easter and western Kenya, tobacco farmers are gathering for meetings to discuss a different way forward.",,
PSA0357,Health,General,"Fifty-year-old Milton Oloo has worked as a cargo loading agent at Jomo Kenyatta International Airport in Nairobi, Kenya for the last 30 years.",,
PSA0358,Health,General,"Although he handles several tonnes of cargo daily, every now and again a memorable load comes his way.",,
PSA0359,Health,General,"It was the case with the shipment of cargo from World Health Organization (WHO)’s Emergency Preparedness and Response hub in Nairobi, Kenya, on 20 May 2026.",,
PSA0360,Health,General,The Elders laud WHO public health emergency response efforts,,
PSA0361,Health,General,"Countries in the African region faced more than 140 health emergencies in 2025, ranging from infectious disease outbreaks to climate-related shocks and humanitarian crises.",,
PSA0362,Health,General,"World Health Organization (WHO)’s regional Emergency Preparedness and Response Hub in Nairobi, Kenya, plays a critical role in preparing for and responding to these health emergencies, providing operational support and logistics, storing and distributing medical supplies and equipment, and facilitating rapid response.",,
PSA0363,Health,General,Strengthening clinical care for high-consequence infectious diseases in East Africa,,
PSA0364,Health,General,"Nairobi - Following successive Ebola and Marburg outbreaks across East Africa, countries are shifting how preparedness is defined, placing greater emphasis on the quality of clinical care delivered to patients.",,
PSA0365,Health,General,WHO and Aga Khan University partnership to strengthen women's cancer services in Afr...,,
PSA0366,Health,General,"The World Health Organization (WHO) and Aga Khan University-Kenya (AKU) today launched a new partnership to accelerate the fight against breast and cervical cancer, the two leading cancers claiming women's lives in Africa.",,
PSA0367,Health,General,Welcome to Nairobi - let’s build together at World Health Summit Regional Meeting 20...,,
PSA0368,Health,General,"World Health Organization (WHO) is poised to be a significant presence at the upcoming World Health Summit (WHS) Regional Meeting 2026 in Nairobi, Kenya.",,
PSA0369,Health,General,"For the first time at either a global or regional level, WHO is co-organizing a meeting with the World Health Summit.",,
PSA0370,Health,General,"This initiative has been spearheaded by WHO in the African region and is the result of an innovative partnership with WHS and Aga Khan University, Kenya.",,
PSA0371,Health,Flood Safety,How Kenya's health system is responding to devastating floods,,
PSA0372,Health,Flood Safety,Catherine Kemuto had no warning when the floodwaters came.,,
PSA0373,Health,Child Protection,"A week of displacement left her children ill, and access to safe water remained a struggle long after the floods receded.",,
PSA0374,Health,General,Kenya launches 5-year health security plan to strengthen health emergency readiness,,
PSA0375,Health,General,"Nairobi- Kenya has launched its Second National Action Plan for Health Security 2026–2030, marking a significant step toward strengthening the country’s ability to prevent, detect, and respond to public health threats.",,
PSA0376,Health,Cholera,Disease outbreak - Cholera - Kenya - 11 December 2017 | WHO | Regional Office for Africa,,
PSA0377,Health,Cholera,Disease outbreak - Cholera - Kenya - 11 December 2017...,,
PSA0378,Health,General,"From 1 January though 29 November 2017, a total of 3967 laboratory-confirmed and probable cases including 76 deaths (case fatality rate = 1.9%) were reported by the Ministry of Health to WHO.",,
PSA0379,Health,General,"Of the cases reported, 596 were laboratory confirmed.",,
PSA0380,Health,General,Figure 1: Number of confirmed and probable cases in Kenya reported by week of illness onset from 1 January through 25 November 2017,,
PSA0381,Health,General,"From 1 January 2017 through 29 November, 20 of 47 counties (43%) in Kenya have reported cases.",,
PSA0382,Health,Cholera,"As of 29 November, seven counties continue to have active cholera outbreaks (Embu, Garissa, Kirinyaga, Mombasa, Nairobi, Turkana, and Wajir).",,
PSA0383,Health,Cholera,The epidemiology of cholera for Kenya in 2017 is characterized by continuous transmission in affected communities coupled with outbreaks in camp settings and institutions or during mass gathering events.,,
PSA0384,Health,General,"Continuous transmission in the community accounts for around 70% of the total cases with the majority of cases coming from the capital county, Nairobi.",,
PSA0385,Health,General,"Transmission in camp settings occurred mainly within Garissa and Turkana counties, accounting for around 23% of the total reported cases.",,
PSA0386,Health,General,"Both counties host big refugee camps, namely Dadaab and Kakuma refugee camps.",,
PSA0387,Health,Cholera,Refugees in these camps come from countries currently experiencing complex emergencies and large cholera outbreaks.,,
PSA0388,Health,General,"Seven percent of cases occurred in institutions and mass gathering events, where a number of people get infected from a point source.",,
PSA0389,Health,Cholera,"The country experiences cholera outbreaks every year; however, large cyclical epidemics occur approximately every five to seven years and last for two to three years.",,
PSA0390,Health,General,The country has activated the national task force to coordinate the outbreak response activities.,,
PSA0391,Health,General,"Since January 2017, WHO and other partners have been providing technical support to the country to control of the outbreak.",,
PSA0392,Health,General,"Following the development of the national response plan, WHO and other partners supported the country to scale-up the outbreak response activities such as surveillance, case management, and social mobilization.",,
PSA0393,Health,Hygiene,"This was also coupled with the improvement of food hygiene standards and promotion of safe food handling, besides scaling-up Water, Sanitation, and Hygiene (WASH) related activities.",,
PSA0394,Health,Cholera,This resulted in a decline in the number of cholera cases.,,
PSA0395,Health,General,"Despite the decline in the number of cases reported, the outbreak appears to be clustered around two major types of settings.",,
PSA0396,Health,General,"First, the refugee camps particularly Kakuma and Dadaab, and second in the populous Nairobi capital county.",,
PSA0397,Health,General,This could enable the spread of the outbreak to other districts.,,
PSA0398,Health,General,"Also, previous outbreaks have shown that cases increase during the rainy season, which has started recently.",,
PSA0399,Health,Cholera,"In addition, various physical, social, political, and environmental factors increase the vulnerability and the susceptibility of the country’s population to the cholera outbreaks.",,
PSA0400,Health,General,"These include regional drought, conflict, and insecurity in the Horn of Africa, and the increased movement within and to the country by people fleeing conflicts in Somalia and South Sudan.",,
PSA0401,Health,General,"Overall, the risk of the current outbreak is assessed as high at the national level and low at the regional and global levels.",,
PSA0402,Health,Cholera,WHO recommends proper and timely case management in cholera treatment centres.,,
PSA0403,Health,General,"The affected communities should have improved access to water, effective sanitation, proper waste management, and enhanced hygiene and food safety practices.",,
PSA0404,Health,General,Key public health communication messages should be provided.,,
PSA0405,Health,General,WHO encourages travellers to the affected area to take proper hygiene precautions to prevent potential exposure.,,
PSA0406,Health,General,WHO does not recommend any restriction on travel and trade to Kenya based on the information available on the current outbreak.,,
PSA0407,Health,Cholera,Disease outbreak - Cholera - Kenya - 21 July 2017 | WHO | Regional Office for Africa,,
PSA0408,Health,Cholera,"Since the beginning of 2017, Kenya is experiencing an upsurge of cholera cases.",,
PSA0409,Health,Cholera,The first cholera outbreak reported in 2017 was in Tana River County.,,
PSA0410,Health,General,The outbreak started on 10 October 2016 and was controlled by April 2017.,,
PSA0411,Health,Cholera,"A second wave of cholera outbreaks started in Garissa County on 2 April 2017 and was reported later in nine other counties including Nairobi, Murang’a, Vihiga, Mombasa, Turkana, Kericho, Nakuru, Kiambu, and Narok.",,
PSA0412,Health,General,The outbreak is being reported in the general population and in refugee camps.,,
PSA0413,Health,General,"In Garissa County, the outbreak is affecting mainly Dadaab refugee camps and cases and deaths are being reported from Hagadera, Dagahaleh, and IFO2 camps.",,
PSA0414,Health,General,"In Turkana county, the disease is also affecting Kakuma and Kalobeyei refugee camps.",,
PSA0415,Health,Cholera,"In addition to the outbreak reported in the general population, there have been two point source cholera outbreaks in Nairobi County.",,
PSA0416,Health,General,One occurred among participants attending a conference in a Nairobi hotel on 22 June 2017.,,
PSA0417,Health,General,A total of 146 patients associated with this outbreak have been treated in different hospitals in Nairobi.,,
PSA0418,Health,General,A second outbreak occurred at the China Trade Fair held at the KICC Tsavo Ball between 10 and 12 July 2017.,,
PSA0419,Health,General,A total of 136 cases were reported and one death.,,
PSA0420,Health,General,"Currently, the outbreak is active in two counties, namely Garissa and Nairobi.",,
PSA0421,Health,General,"As of 17 July 2017, a total of 1216 suspected cases including 14 deaths (case fatality rate: 1.2%) have been reported since 1 January 2017.",,
PSA0422,Health,General,"In the week ending 16 July 2017, a total of 38 cases with no deaths were reported.",,
PSA0423,Health,Cholera,A total of 124 cases tested positive for Vibrio cholerae in the reference laboratory.,,
PSA0424,Health,Cholera,"In the week ending 25 June 2017, 18 samples out of 25 tested positive for Vibrio cholerae Ogawa by culture at the National Public Health Laboratory in Nairobi.",,
PSA0425,Health,General,"The main causative factors of the current outbreak include the high population density that is conducive to the propagation and spread of the disease, mass gatherings (a wedding party held in Karen and in a hotel during an international conference), low access to safe water and proper sanitation and the massive population movements in country and with neighbouring countries.",,
PSA0426,Health,Cholera,"Since December 2014, the Republic of Kenya has been experiencing continuous large outbreaks of cholera, with a cumulative total of 17 597 cases reported (10 568 cases reported in 2015 and 6448 in 2016).",,
PSA0427,Health,General,The country has activated the national task force to coordinate the response to the outbreak.,,
PSA0428,Health,General,"Since January 2017, WHO and partners are providing technical support to the country for the control of the outbreak.",,
PSA0429,Health,General,The country will develop a response plan with focus on the preparedness interventions to avert further spread of the outbreak.,,
PSA0430,Health,General,The WHO country office will repurpose their staff members and experts deployed in Nairobi for the management of the post El Niño effects in the Horn of Africa to support the quick control of this outbreak.,,
PSA0431,Health,General,WHO will also support the five most at risk counties with disease surveillance and response coordination.,,
