PSA_Id,Domain,Class,English,Kiswahili,Dholuo
4048,Health,Drug Abuse,National Authority for the Campaign Against Alcohol and Drug Abuse (NACADA) invites eligible and interested,Mamlaka ya Kitaifa ya Kampeni Dhidi ya Matumizi Mabaya ya Pombe na Madawa ya Kulevya (NACADA) inawaalika wanaostahiki na wanaopenda,Ofis mar pinyno ma rito lweny mar kwedo tiyo marach gi kong’o kod yath ma mero ji (NACADA) rwako joma owinjore kendo ma nigi gombo
4049,Health,Drug Abuse,Publications | NACADA -National Authority for the Campaign Against Alcohol and Drug Abuse,Machapisho | NACADA -Mamlaka ya Kitaifa ya Kampeni Dhidi ya Matumizi Mabaya ya Pombe na Madawa ya Kulevya,Oboke | NACADA - Duol mar Pinyruoth mar Kampein mar Kedo kod Tiyo gi Kong’o kod Yath ma mero ji marach
4050,Health,Drug Abuse,"National Policy for the Prevention, Management & Control of Alcohol, Drugs & Substance Abuse.","Sera ya Kitaifa ya Kuzuia, Usimamizi na Udhibiti wa Pombe, Madawa ya Kulevya na Utumiaji Mbaya wa Madawa ya Kulevya.","Chik mag piny mangima mar geng’o, rito kod geng’o tiyo marach gi kong’o, yath ma mero ji kod gik ma kelo tuoche."
4051,Health,Drug Abuse,Digital Deception: When Social Media Becomes a Drug Pipeline | NACADA -National Authority for the Campaign Against Alcohol and Drug Abuse,Udanganyifu wa Dijiti: Wakati Mitandao ya Kijamii Inakuwa Bomba la Dawa | NACADA -Mamlaka ya Kitaifa ya Kampeni Dhidi ya Matumizi Mabaya ya Pombe na Madawa ya Kulevya,Owuondo Dijital: Ka Oganda Obedo Paip mar Yath | NACADA - Duol mar Pinyruoth mar Kampein mar Kedo kod Tiyo gi Kong’o kod Yath ma mero ji marach
4052,Security & Safety,General,"Severe drought continues to affect Kenya’s Arid and Semi-Arid Lands (ASAL), leaving more than 2.12 million people facing acute food insecurity.","Ukame mkali unaendelea kuathiri Ardhi Kame na Nusu Kame nchini Kenya (ASAL), na kuacha zaidi ya watu milioni 2.12 wakikabiliwa na uhaba mkubwa wa chakula.","Okang’ mapek pod dhi nyime ketho piny ma ng’ich kendo ma ok ng’ich ahinya (ASAL) e piny Kenya, ma miyo ji mokalo milion 2.12 yudo pek ahinya mag yudo chiemo."
4053,Security & Safety,Child Protection,"Malnutrition rates are rising, particularly among children under five and pregnant and lactating women.","Viwango vya utapiamlo vinaongezeka, hasa miongoni mwa watoto chini ya miaka mitano na wanawake wajawazito na wanaonyonyesha.","Oganda ma nigi chiemo ma ok owinjore medore ahinya, ahinya ahinya e kind nyithindo ma hikgi pok ochopo abich kod mon ma nigi ich kod ma miyo nyithindo matin."
4054,Security & Safety,Flood Safety,"Flooding across Kenya continues to take a devastating toll, Kenya Red Cross Society is tracking the impacts of flooding across 39 counties as of May 2026.","Mafuriko kote nchini Kenya yanaendelea kuleta madhara makubwa, Chama cha Msalaba Mwekundu nchini Kenya kinafuatilia athari za mafuriko katika kaunti 39 kufikia Mei 2026.","Pi ma opong’o piny Kenya pod dhi nyime kelo ketho mang’eny, kendo riwruok mar Kenya mar Red Cross luwo kaka pi ma opong’o piny Kenya okelo gik ma opong’o piny 39 chakre dwe mar Mei 2026."
4055,Security & Safety,General,Response teams have been mobilized on the ground to reach the most affected communities.,Timu za kukabiliana zimehamasishwa mashinani ili kufikia jamii zilizoathiriwa zaidi.,Osechoko jogo ma konyo e piny mondo gichop e gwenge ma oyudo masira ahinya.
4056,Security & Safety,General,Over 26 million early warning SMS alerts have been dispatched to at-risk communities across the country.,Zaidi ya arifa milioni 26 za tahadhari za mapema zimetumwa kwa jamii zilizo hatarini kote nchini.,SMS mokalo milion 26 mag riembo mapiyo oseoro ne gwenge ma ni e arita e piny mangima.
4057,Security & Safety,General,"Currently, over 60,000 households have been affected across the country and more than 12,700 have been displaced.","Hivi sasa, zaidi ya kaya 60,000 zimeathirika kote nchini na zaidi ya 12,700 wamelazimika kuyahama makazi yao.","Kuom sani, udi mokalo 60,000 oseyudo masira e pinyno duto kendo udi mokalo 12,700 osewuok e udigi."
4058,Security & Safety,General,"The department provides immediate relief to affected populations to save lives, protect livelihoods, and strengthen recovery from disasters and crises","Idara inatoa misaada ya haraka kwa watu walioathirika ili kuokoa maisha, kulinda riziki, na kuimarisha ahueni kutokana na majanga na majanga.","Ofisno chiwo kony mapiyo ne oganda ma oyudo masira mondo ores ngima, orit yore mag dak, kendo ojing’ dwoko piny bang’ masira kod masira ."
4059,Security & Safety,General,"The health department embraces the integration approach to ensure affordable, accessible and equitable community-based health care.","Idara ya afya inakumbatia mbinu ya ujumuishaji ili kuhakikisha huduma ya afya inayozingatia jamii ni nafuu, inayopatikana na yenye usawa.","Ofis mar thieth rwako yo mar riwruok mondo gine ni thieth ma ng’ato nyalo yudo, ma ng’ato nyalo yudo kendo ma ng’ato nyalo yudo kaka ng’ato nyalo ng’eyo."
4060,Security & Safety,General,"Organizational Development focuses on the capacity of KRCS to adequetely perform its mandate, this includes branches and volunteers.","Ukuzaji wa Shirika huzingatia uwezo wa KRCS kutekeleza majukumu yake ipasavyo, hii inajumuisha matawi na watu wa kujitolea.","<2Zepa> Dongruok mar riwruok keto pach kuom nyalo ma KRCS nigo mar timo tich mare e yoo mowinjore, ma oting’o bang’e kod jotich ma chiwore."
4061,Security & Safety,General,Kenya Red Cross has special programmes that cater for special needs of vunerable communities accross the country.,Shirika la Msalaba Mwekundu la Kenya lina programu maalum ambazo hukidhi mahitaji maalum ya jamii zilizo katika mazingira magumu kote nchini.,Kenya nigi chenro makende ma konyo dwaro makende mag oganda ma nigi pek e pinyno duto.
4062,Security & Safety,General,A member is one who has duly paid the stipulated KRCS membership fees.,Mwanachama ni yule ambaye amelipa ada iliyoainishwa ya uanachama wa KRCS.,Jalo en ng’at ma osechulo kaka owinjore pesa ma oket mar bedo memba mar KRCS.
4063,Security & Safety,Flood Safety,How Tana River Communities Take Action: Preparing Early for Droughts and Floods,Jinsi Jumuiya za Tana River Huchukua Hatua: Kujitayarisha Mapema kwa Ukame na Mafuriko,Kaka Jodak ma Odak e Aora Tana Kawo Okang’: Iikruok Motelo ne Oro kod Pi ma Opong’o piny
4064,Security & Safety,General,We are auxiliary to the National and County Governments and work to alleviate human suffering and preserve life and human dignity.,Sisi ni wasaidizi wa Serikali ya Kitaifa na Kaunti na tunafanya kazi ili kupunguza mateso ya wanadamu na kuhifadhi maisha na utu wa binadamu.,Wabedo jokony mag Sirkal mag Piny kod mag Kaunti kendo watiyo matek mondo waduok piny masira mag dhano kendo warit ngima kod luor mar dhano.
4065,Security & Safety,General,"The Health and Social Services (HSS) department embraces the integration approach to ensure affordable, accessible and equitable community-based health care.","Idara ya Afya na Huduma za Kijamii (HSS) inakumbatia mbinu ya ujumuishaji ili kuhakikisha huduma ya afya inayozingatia jamii ni nafuu, inayofikika na yenye usawa.","Ofis mar thieth kod tich mar oganda (HSS) rwako yo mar loso gik moko kanyachiel mondo gine ni thieth ma ng’ato nyalo yudo gi nengo ma piny, ma nyalo yudore kendo ma nyalo bedo maber e kind oganda."
4066,Security & Safety,General,"The interventions are anchored to the KCRS 2016-2020 strategic plan, the National Health Sector Strategy III, Vision 2030(the social pillar) and Sustainable Development Goals.","Afua hizo zimejikita katika mpango mkakati wa KCRS 2016-2020, Mkakati wa Kitaifa wa Sekta ya Afya III, Dira ya 2030 (nguzo ya kijamii) na Malengo ya Maendeleo Endelevu.","Gik ma itimogo ochung’ne chenro mar KCRS mar 2016-2020, chenro mar sektor mar thieth mar pinyno mar III, Rango mar 2030(pilar mar oganda) kod chenro mag dongruok ma nyaka chieng’."
4067,Security & Safety,General,"The Health, Nutrition, and Social Services (HSS) Department Focuses on primary health…","Idara ya Afya, Lishe na Huduma za Jamii (HSS) Inaangazia afya ya msingi…","Ofis mar thieth, chiemo, kod tich mar oganda (HSS) Keto pach kuom thieth mokwongo..."
4068,Security & Safety,General,"The Health, Nutrition, and Social Services (HSS) Department Focuses on primary health care; the most efficient and cost-effective way to achieve universal health coverage through a gender-responsive, protective, and inclusive lens.","Idara ya Afya, Lishe na Huduma za Jamii (HSS) Inazingatia huduma za afya ya msingi; njia ya ufanisi zaidi na ya gharama nafuu ya kufikia bima ya afya kwa wote kupitia lenzi inayozingatia jinsia, kinga, na jumuishi.","Ofis mar Thieth, Chiemo, kod Tije mag Oganda (HSS) Keto pach kuom thieth mokwongo; yo maber moloyo kendo ma ok oting’o pesa mang’eny mar yudo thieth mar piny mangima kokalo kuom lens ma dwoko wach mar ng’ato ka ng’ato, ma rito, kendo ma nyalo rwako ji duto."
4069,Security & Safety,General,Primary Health Care for Refugees and Host communities; running health facilities for primary health care services with minimal secondary services in Kalobeyei (part of larger Kakuma) and IFO (Dadaab).,Huduma ya Afya ya Msingi kwa Wakimbizi na jumuiya zinazowapokea; kuendesha vituo vya afya kwa huduma za afya ya msingi na huduma ndogo za sekondari huko Kalobeyei (sehemu ya Kakuma kubwa) na IFO (Dadaab).,Chiwo thieth mokwongo ne Jolweny kod oganda ma okawogi; tayo kuonde thieth mag thieth mokuongo man kod thieth ariyo matin ahinya e Kalobeyei (en achiel kuom Kakuma maduong') kod IFO (Dadaab).
4070,Security & Safety,General,The society has been a champion of One Health and supported capacity at the community level but also enhanced collaboration with counties monitored through a community-based health information system (CBHIS).,Jamii imekuwa bingwa wa Afya Moja na uwezo unaoungwa mkono katika ngazi ya jamii lakini pia imeimarisha ushirikiano na kaunti zinazofuatiliwa kupitia mfumo wa taarifa za afya wa jamii (CBHIS).,Oganda osebedo jatelo mar thieth achiel kendo ochung’ ne nyalo e rang’iny mar oganda to bende osemedo riwruok gi kaunti ma ochung’ne kokalo kuom chenro mar lando weche thieth ma ochung’ne oganda (CBHIS).
4071,Security & Safety,Cholera,"Within the organisation's national preparedness plan, KRCS has effectively responded to human and animal disease outbreaks including Cholera, Rift Valley Fever, Yellow Fever, and Kala-azar (Leishmaniasis).","Ndani ya mpango wa kitaifa wa kujitayarisha wa shirika, KRCS imekabiliana vilivyo na milipuko ya magonjwa ya binadamu na wanyama ikiwa ni pamoja na Kipindupindu, Homa ya Bonde la Ufa, Homa ya Manjano, na Kala-azar (Leishmaniasis).","E chenro mar ikruok mar piny mangima mar riwruok, KRCS osebedo ka dwoko maber kuom tuoche ma nyalo mako dhano kod le ma oting’o kolera, liet mar rift Valley, liet ma ratong’, kod liet mar kala-azar (Leishmaniasis)."
4072,Security & Safety,General,We understand the importance of approaching each work integrally and believe in the power of simple..,Tunaelewa umuhimu wa kukaribia kila kazi kikamilifu na tunaamini katika uwezo wa rahisi..,Wawinjo tiend ber mar ng’iyo tich ka tich e yoo makare kendo wayie gi teko mar gik mayot.
4073,Security & Safety,General,"Increase social reach and productivity with our App Directory, a collection of famous applications.","Ongeza ufikiaji wa kijamii na tija kwa Saraka yetu ya Programu, mkusanyiko wa programu maarufu.","Med tudruok e kind ji kod timo gik mang’eny ka itiyo gi App Directory marwa, ma en chokruok mar program ma ong’ere ahinya."
4074,Security & Safety,General,"Don’t worry about any thing, our security experts will install your new system, activate it.","Usijali kuhusu jambo lolote, wataalam wetu wa usalama watasakinisha mfumo wako mpya, wauwashe.","Okidwar bedo gi parruok kuom gimoro amora, jogo ma nigi lony e weche mag arita biro keto sistem mari manyien, kendo ketogi e tich."
4075,Security & Safety,General,Rounding up a bunch of specific designs & talking about the merits of each is perfect way.,Kukusanya rundo la miundo mahususi na kuzungumza juu ya sifa za kila moja ni njia nzuri kabisa.,Kaka ng’ato nyalo loso gik moko makende kendo wuoyo kuom ber mag ng’ato ka ng’ato en yo maberie moloyo.
4076,Security & Safety,General,Helping families live intelligently means we’re always working to bring our customers the latest technology.,Kusaidia familia kuishi kwa akili kunamaanisha kuwa tunafanya kazi kila wakati ili kuwaletea wateja wetu teknolojia mpya zaidi.,Konyo joot mondo odagi gi rieko nyiso ni kinde duto watiyo matek mondo wakel ne jonyiewo magwa teknoloji masani.
4077,Security & Safety,COVID-19,Annual Report 2020 – Responding to the Covid -19 Pandemic,Ripoti ya Mwaka 2020 - Kujibu Gonjwa la Covid -19,Ripot mar higa mar 2020 – Duoko wach mar tuwo mar Covid -19
4078,Health,Cholera,Disease outbreak - Cholera - Kenya - 11 December 2017,Mlipuko wa magonjwa - Kipindupindu - Kenya - 11 Desemba 2017,Tuwo mar kolera - Kenya - tarik 11 dwe mar apar gi ariyo higa mar 2017
4079,Health,Cholera,Disease outbreak - Cholera - Kenya - 21 July 2017,Mlipuko wa magonjwa - Kipindupindu - Kenya - 21 Julai 2017,Tuwo mar kolera - Kenya - tarik 21 dwe mar abiriyo higa mar 2017
4080,Health,General,WHO and Kenya hand over theatre beds and cancer equipment to strengthen maternal and women's health services,WHO na Kenya zakabidhi vitanda vya maonyesho na vifaa vya saratani ili kuimarisha huduma za afya ya akina mama na wanawake,WHO kod Kenya chiwo otanda mag sinema kod gige thieth mag kansa mondo ojing’ tich mar thieth mar mon kod mon
4081,Health,General,WHO and Kenya hand over theatre beds and cancer equipment to strengthen maternal and women's health...,WHO na Kenya zakabidhi vitanda vya maonyesho na vifaa vya saratani ili kuimarisha afya ya mama na wanawake...,WHO kod Kenya chiwo otanda mag sinema kod gige kansa mondo ojing’ ngima mar mon kod mon...
4082,Health,General,Mobile health services in Kenya reduce the risk of stillbirths,Huduma za afya kwa njia ya simu nchini Kenya hupunguza hatari ya watoto kuzaliwa wakiwa wamekufa,Tich mag thieth ma wuotho ​​e piny Kenya dwoko piny nyalo mar nyuol nyithindo ma osetho
4083,Health,General,Kenya is a lower-middle-income country with an estimated population of over 54 million people.,Kenya ni nchi ya kipato cha chini na inakadiriwa kuwa na watu zaidi ya milioni 54.,Kenya en piny ma nigi pesa matin ahinya kendo kwan mar ji mokalo milion 54.
4084,Health,General,"The country operates a devolved health system across 47 counties, with the national government responsible for health policy and county governments managing service delivery.","Nchi inaendesha mfumo wa afya uliogatuliwa katika kaunti 47, huku serikali ya kitaifa inayohusika na sera ya afya na serikali za kaunti zikisimamia utoaji wa huduma.","Pinyno tiyo kod sistem mar thieth ma ogol e kaunti 47, ma sirkal mar pinyno nigi ting’ mar rito chike mag thieth kendo sirkal mag kaunti nigi ting’ mar chiwo thieth."
4085,Health,General,"Kenya has made significant strides in improving health outcomes over the past two decades, though substantial challenges remain in achieving Universal Health Coverage (UHC) and addressing persistent health inequities between regions and populations.","Kenya imepiga hatua kubwa katika kuboresha matokeo ya afya katika miongo miwili iliyopita, ingawa changamoto kubwa zimesalia katika kufikia Huduma ya Afya kwa Wote (UHC) na kushughulikia ukosefu wa usawa wa afya kati ya mikoa na idadi ya watu.","Kenya osetimo dongruok maduong’ e bero gik ma kelo thieth kuom higni piero ariyo mosekalo, kata obedo ni pod nitie pek madongo e yudo thieth mar piny mangima (UHC) kod loso gik ma ok owinjore e kind kuonde kod oganda."
4086,Health,General,"WHO Kenya works through three strategic clusters; (1) Health Promotion, Disease Prevention and Control, (2) Health Emergencies, and (3) Health Systems and Services, to support the Government of Kenya in building resilient health systems and advancing toward UHC.","WHO Kenya inafanya kazi kupitia makundi matatu ya kimkakati; (1) Ukuzaji wa Afya, Kuzuia na Kudhibiti Magonjwa, (2) Dharura za Kiafya, na (3) Mifumo na Huduma za Afya, ili kusaidia Serikali ya Kenya katika kujenga mifumo thabiti ya afya na kusonga mbele kuelekea UHC.","WHO Kenya tiyo kokalo kuom grup adek ma nigi chenro; (1) Keto chenro mag thieth, geng’o kod geng’o tuoche, (2) Gik ma kelo pek mag thieth, kod (3) Sistem mag thieth kod tich, mondo okony Sirkal mar Kenya e gero chenro mag thieth ma nyalo geng’o kendo dhi nyime e UHC."
4087,Health,Road Safety,Kenya broadens sexual and reproductive health services for hard-to-reach communities,Kenya inapanua huduma za afya ya ngono na uzazi kwa jamii ambazo ni ngumu kuzifikia,Kenya medo lando tich mar thieth mar nindruok kod nyuol ne oganda ma tek chopo
4088,Health,General,WHO and Kenya hand over theatre beds and cancer equipment to strengthen maternal and...,WHO na Kenya zakabidhi vitanda vya maonyesho na vifaa vya saratani ili kuimarisha uzazi na...,WHO kod piny Kenya chiwo otanda mag sinema kod gige thieth mag kansa mondo ojing’ teko mar nyuol kod...
4089,Health,General,"Kenya's Ministry of Health and the World Health Organization (WHO) handed over 108 electric obstetric theatre beds and a package of women's cancer screening and management equipment at Kenyatta National Hospital on 9 June 2026, in a move intended to strengthen the country's capacity to manage obstetric emergencies and expand access to cervical and breast cancer services.","Wizara ya Afya ya Kenya na Shirika la Afya Duniani (WHO) zilikabidhi vitanda 108 vya maonyesho ya uzazi na kifurushi cha vifaa vya uchunguzi na udhibiti wa saratani ya wanawake katika Hospitali ya Kitaifa ya Kenyatta tarehe 9 Juni 2026, katika hatua iliyokusudiwa kuimarisha uwezo wa nchi wa kudhibiti dharura za uzazi na kupanua ufikiaji wa huduma za saratani ya mlango wa kizazi na matiti.","Od thieth mar piny Kenya kod Riwruok mar Thieth mar Pinyruoth (WHO) nomiyo otanda 108 mag ot mar nyuol kod gik ma itiyogo e ng’iyo kendo rito tuo mar kansa mar mon e Od thieth maduong’ mar Kenyatta tarik 9 dwe mar auchiel higa mar 2026, e chenro ma ne ochung’ne jiwo nyalo mar pinyno mar nyuol kendo rito tuoche mag kansa. tich mar thieth mar kansa."
4090,Health,General,"In Lolmolong village, in Samburu County in northern Kenya, Neshoo Leaungokiok laboured through the night, far from the nearest health facility.","Katika kijiji cha Lolmolong, katika Kaunti ya Samburu kaskazini mwa Kenya, Neshoo Leaungokiok alifanya kazi usiku kucha, mbali na kituo cha afya cha karibu.","E gweng' mar Lolmolong, e aluora mar Samburu man nyandwat mar Kenya, Neshoo Leaungokiok ne otiyo matek ei otieno, mabor gi kar thieth mane man machiegni ahinya."
4091,Health,Child Protection,"In this remote part of Kenya, long distances, difficult terrain and insecurity continue to limit access to skilled care during childbirth, placing mothers and newborns at significant risk.","Katika sehemu hii ya mbali ya Kenya, umbali mrefu, ardhi ngumu na ukosefu wa usalama unaendelea kuzuia upatikanaji wa huduma za kitaalamu wakati wa kujifungua, na kuwaweka akina mama na watoto wachanga katika hatari kubwa.","E piny Kenya maborni, wuotho ​​mabor, kuonde matek kod bedo maonge gi arita pod dhi nyime geng’o ji yudo thieth ma nigi lony e kinde ma ginyuoloe, ma keto mon kod nyithindo ma pok onyuol e arita maduong’."
4092,Health,General,"In the farmlands of easter and western Kenya, tobacco farmers are gathering for meetings to discuss a different way forward.","Katika mashamba ya mashariki na magharibi mwa Kenya, wakulima wa tumbaku wanakusanyika kwa mikutano ili kujadili njia tofauti ya kusonga mbele.","E puothe mag piny Kenya ma yo wuok chieng’ kod ma yo podho chieng’, jopur mag taba chokore e chokruoge mondo giwuo kuom yo mopogore mar dhi nyime."
4093,Health,General,"Fifty-year-old Milton Oloo has worked as a cargo loading agent at Jomo Kenyatta International Airport in Nairobi, Kenya for the last 30 years.","Milton Oloo mwenye umri wa miaka 50 amefanya kazi kama wakala wa kupakia mizigo katika Uwanja wa Ndege wa Kimataifa wa Jomo Kenyatta jijini Nairobi, Kenya kwa miaka 30 iliyopita.",Milton Oloo man jahigni piero abich osetiyo kaka ajal mar ting'o mwandu e okang' mar ndege mar Piny mangima mar Jomo Kenyatta e boma mar Nairobi e piny Kenya kuom higni 30 mosekalo.
4094,Health,General,"Although he handles several tonnes of cargo daily, every now and again a memorable load comes his way.","Ingawa anashughulikia tani kadhaa za mizigo kila siku, kila mara na tena mzigo wa kukumbukwa huja kwake.","Kata obedo ni oting’o tan mang’eny mag mwandu pile ka pile, kinde ka kinde, mwandu moro ma ok bi wilgo birone."
4095,Health,General,"It was the case with the shipment of cargo from World Health Organization (WHO)’s Emergency Preparedness and Response hub in Nairobi, Kenya, on 20 May 2026.","Ndivyo ilivyokuwa wakati wa shehena ya shehena kutoka kwa Kituo cha Maandalizi ya Dharura na Majibu cha Shirika la Afya Duniani (WHO) mjini Nairobi, Kenya, tarehe 20 Mei 2026.",Ne en kamano e kinde mane oor mwandu kowuok e kar 20 dwe mar abich higa mar 2026 mar Riwruok mar Pinyruoth mar Thieth (WHO).
4096,Health,General,The Elders laud WHO public health emergency response efforts,Wazee wanapongeza juhudi za dharura za afya ya umma za WHO,Jodongo goyo erokamano ne teko ma WHO timo mar konyo e kinde mag thieth mar oganda
4097,Health,General,"Countries in the African region faced more than 140 health emergencies in 2025, ranging from infectious disease outbreaks to climate-related shocks and humanitarian crises.","Nchi za kanda ya Afrika zilikabiliwa na zaidi ya dharura 140 za kiafya mwaka 2025, kuanzia milipuko ya magonjwa ya kuambukiza hadi mishtuko inayohusiana na hali ya hewa na majanga ya kibinadamu.","Pinje mantie e alwora mar Afrika ne oromo gi masira mag thieth mokalo 140 e higa mar 2025, chakre e tuoche ma nyalo mako ng’ato nyaka e masira ma luwore gi yamo kod masira mag dhano."
4098,Health,General,"World Health Organization (WHO)’s regional Emergency Preparedness and Response Hub in Nairobi, Kenya, plays a critical role in preparing for and responding to these health emergencies, providing operational support and logistics, storing and distributing medical supplies and equipment, and facilitating rapid response.","Kitovu cha Maandalizi na Majibu ya Dharura cha Shirika la Afya Ulimwenguni (WHO) kikanda Nairobi, Kenya, kina jukumu muhimu katika kujiandaa na kukabiliana na dharura hizi za afya, kutoa usaidizi wa uendeshaji na vifaa, kuhifadhi na kusambaza vifaa vya matibabu na vifaa, na kuwezesha mwitikio wa haraka.","Riwruok mar Pinyruoth mar Thieth (WHO) mar Kambi mar Ikruok kod Duoko Masira ma Nairobi, Kenya, nigi tich maduong' ahinya e ikruok kod duoko mapiyo mag thieth gi, chiwo kony mar tich kod loso gikmoko, kano kod chiwo mwandu mag thieth kod gige thieth, kod konyo dwoko mapiyo."
4099,Health,General,Strengthening clinical care for high-consequence infectious diseases in East Africa,Kuimarisha utunzaji wa kimatibabu kwa magonjwa ya kuambukiza yenye matokeo ya juu katika Afrika Mashariki,Keto teko e thieth mar tuoche ma nyalo mako ng’ato e piny Afrika ma Wuokchieng’
4100,Health,General,"Nairobi - Following successive Ebola and Marburg outbreaks across East Africa, countries are shifting how preparedness is defined, placing greater emphasis on the quality of clinical care delivered to patients.","Nairobi - Kufuatia milipuko mfululizo ya Ebola na Marburg kote Afrika Mashariki, nchi zinabadilisha jinsi utayari unavyofafanuliwa, na kutilia mkazo zaidi ubora wa huduma za kimatibabu zinazotolewa kwa wagonjwa.","Nairobi - Bang’ tuoche mag Ebola kod Marburg ma ne opong’o piny Afrika ma Wuokchieng’ duto, pinje moko loko kaka inyalo ng’e ni ng’ato oikruok, kendo giketo geno maduong’ ahinya e ng’ado bura maber ma imiyo jotuwo."
4101,Health,General,WHO and Aga Khan University partnership to strengthen women's cancer services in Afr...,WHO na Chuo Kikuu cha Aga Khan ushirikiano wa kuimarisha huduma za saratani kwa wanawake nchini Afr...,WHO kod skul maduong’ mar Aga Khan loso kanyakla mar keto teko kuom thieth mar kansa mar mon e piny Afrika.
4102,Health,General,"The World Health Organization (WHO) and Aga Khan University-Kenya (AKU) today launched a new partnership to accelerate the fight against breast and cervical cancer, the two leading cancers claiming women's lives in Africa.","Shirika la Afya Duniani (WHO) na Chuo Kikuu cha Aga Khan-Kenya (AKU) leo wamezindua ushirikiano mpya ili kuharakisha vita dhidi ya saratani ya matiti na mlango wa kizazi, saratani mbili zinazoongoza kwa kupoteza maisha ya wanawake barani Afrika.","Riwruok mar piny mangima mar thieth (WHO) kod Aga Khan University-Kenya (AKU) kawuono ochako riwruok manyien mar keto lweny mapiyo mar kedo kod kansa mar thuno kod kansa mar thuno, ma gin kansa ariyo madongo ma kawo ngima mag mon e Afrika."
4103,Health,General,Welcome to Nairobi - let’s build together at World Health Summit Regional Meeting 20...,Karibu Nairobi - tujenge pamoja katika Mkutano wa Kikanda wa Mkutano wa Kikanda wa Afya wa 20...,Owinjore wabed gi mor e Nairobi - we mondo wager kanyachiel e chokruok maduong’ mar piny mangima mar thieth mar 20...
4104,Health,General,"World Health Organization (WHO) is poised to be a significant presence at the upcoming World Health Summit (WHS) Regional Meeting 2026 in Nairobi, Kenya.","Shirika la Afya Ulimwenguni (WHO) linakaribia kuwapo kwa kiasi kikubwa katika Mkutano ujao wa Kikanda wa Kikanda wa Wakuu wa Afya Duniani (WHS) 2026 huko Nairobi, Kenya.",Riwruok mar Pinyruoth mar Thieth (WHO) oikre mar bedo gi tich maduong’ e chokruok mabiro mar piny mangima mar thieth mar piny mangima (WHS) e higa mar 2026 ma biro bedo e piny Kenya.
4105,Health,General,"For the first time at either a global or regional level, WHO is co-organizing a meeting with the World Health Summit.","Kwa mara ya kwanza katika ngazi ya kimataifa au ya kikanda, WHO inaandaa mkutano na Mkutano wa Kilele wa Afya Duniani.","En e okang’ mokwongo e rang’iny mar piny mangima kata mar ng’om, WHO loso romo gi riwruok maduong’ mar piny mangima mar weche thieth."
4106,Health,General,"This initiative has been spearheaded by WHO in the African region and is the result of an innovative partnership with WHS and Aga Khan University, Kenya.","Mpango huu umeongozwa na WHO katika kanda ya Afrika na ni matokeo ya ushirikiano wa kibunifu na WHS na Chuo Kikuu cha Aga Khan, Kenya.","Chenro ni osetelne gi WHO e ong'om mag Afrika kendo en duoko mar riwruok manyien gi WHS kod Yunivasiti mar Aga Khan, Kenya."
4107,Health,Flood Safety,How Kenya's health system is responding to devastating floods,Jinsi mfumo wa afya wa Kenya unavyokabiliana na mafuriko makubwa,Kaka chenro mar thieth e piny Kenya dwoko wach mar pi mang’eny ma ketho piny
4108,Health,Flood Safety,Catherine Kemuto had no warning when the floodwaters came.,Catherine Kemuto hakuwa na onyo wakati mafuriko yalipokuja.,Catherine Kemuto ne onge kod siem kane pi momolne obiro.
4109,Health,Child Protection,"A week of displacement left her children ill, and access to safe water remained a struggle long after the floods receded.","Wiki ya kuhama makazi iliwaacha watoto wake wakiwa wagonjwa, na upatikanaji wa maji salama ulisalia kuwa shida kwa muda mrefu baada ya mafuriko kupungua.","Juma achiel ma ne odhi e ot ma ne odhie, ne omiyo nyithinde bedo gi tuo, kendo yudo pi maler ne pod en gima tek bang’ kinde malach bang’ ka pi ma ne opong’o piny nosedok piny."
4110,Health,General,Kenya launches 5-year health security plan to strengthen health emergency readiness,Kenya yazindua mpango wa usalama wa afya wa miaka 5 ili kuimarisha utayari wa dharura wa kiafya,Kenya ochako chenro mar higni 5 mag arita mar thieth mondo ojing’ bedo moikore mar thieth mapiyo
4111,Health,General,"Nairobi- Kenya has launched its Second National Action Plan for Health Security 2026–2030, marking a significant step toward strengthening the country’s ability to prevent, detect, and respond to public health threats.","Nairobi-Kenya imezindua Mpango wake wa Pili wa Utekelezaji wa Kitaifa wa Usalama wa Afya 2026-2030, ikiashiria hatua muhimu ya kuimarisha uwezo wa nchi wa kuzuia, kugundua na kukabiliana na vitisho vya afya ya umma.","2026-2030, ma en okang’ maduong’ ahinya e keto teko mar pinyno mar geng’o, fwenyo, kendo dwoko gik ma nyalo kelo luoro e ngima mar oganda."
4112,Health,Cholera,Disease outbreak - Cholera - Kenya - 11 December 2017 | WHO | Regional Office for Africa,Mlipuko wa magonjwa - Kipindupindu - Kenya - 11 Desemba 2017 | NANI | Ofisi ya Kanda ya Afrika,Tuwo ma ng’ato nyalo yudo - Kolera - Kenya - 11 dwe mar apar gi ariyo higa mar 2017 | NG’ANO | Ofis mar Kinda mar Afrika
4113,Health,Cholera,Disease outbreak - Cholera - Kenya - 11 December 2017...,Mlipuko wa magonjwa - Kipindupindu - Kenya - 11 Desemba 2017...,Tuwo mar kolera - Kenya - tarik 11 dwe mar apar gi ariyo higa mar 2017...
